RB処理日,年度_4月起点,年月,四半期_4月起点,会社_営業_コード_最新,会社_営業_名_最新,営業部門コード_最新,営業部門名_最新,営業部署コード_最新,営業部署名_最新,会社_G発注元コード_最新,会社_G発注元名_最新,G発注元部門コード_最新,G発注元部門名_最新,G発注元部署コード_最新,G発注元部署名_最新,会社_制作媒体コード_最新,会社_制作媒体名_最新,制作媒体部門コード_最新,制作媒体部門名_最新,制作媒体部署コード_最新,制作媒体部署名_最新,得意先コード,得意先名,広告主コード,広告主名,広告主業種_大コード,広告主業種_大名,広告主業種_中コード,広告主業種_中名,広告主業種_小コード,広告主業種_小名,広告主企業グループコード,広告主企業グループ名,広告主企業グループ業種_大コード,広告主企業グループ業種_大名,広告主企業グループ業種_中コード,広告主企業グループ業種_中名,広告主企業グループ業種_小コード,広告主企業グループ業種_小名,支払先コード,支払先名,マスメディア区分,マスメディア区分名,実施媒体社コード,実施媒体社名,売上種目コード,売上種目名,媒体種目コード,媒体種目名,媒体種類コード,媒体種類名,ビークルコード,ビークル名,仕入高予算,仕入高_建値,媒体戦略原価B予算,媒体戦略原価B_正味,媒体収益予算,媒体収益実績_正味,FC営収予算_社内_社外,FC営収_社内_社外,スタッフコスト
20231216,2023,202312,3Q,E004,株式会社スパイスボックス,SD04,メディア営業本部,SD04-02,メディアプランニング部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C013,ソニーグループ株式会社,A017,ファーストリテイリング,IND08,流通・小売,IND08-01,アパレル,IND08-01-01,カジュアル,AG16,ファーストリテイリンググループ,GI08,流通・小売,GI08-01,アパレル,GI08-01-01,カジュアル,P009,株式会社日本経済新聞社,M05,デジタル,MC02,日本テレビ,SC09,交通広告,MT06,リスティング,MK14,電車内広告,V001,TBS系全国ネット,21419651,26667171,12092080,12011376,4582023,4293740,1480640,1820764,501621
20230416,2023,202304,1Q,D004,株式会社大広北海道,SD03,デジタル営業本部,SD03-02,デジタル第二営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C011,ソフトバンク株式会社,A005,花王,IND02,化粧品・トイレタリー,IND02-02,トイレタリー,IND02-02-01,洗剤,AG04,花王グループ,GI02,化粧品・トイレタリー,GI02-02,トイレタリー,GI02-02-01,洗剤,P013,ヤフー株式会社,M04,ラジオ,MC01,TBSテレビ,SC05,ラジオスポット,MT10,ビルボード,MK13,駅看板,V005,朝日新聞朝刊全国版,15301928,15686741,11776866,8443394,2416479,1632036,1197021,1362834,737632
20230806,2023,202308,2Q,H002,株式会社博報堂DYメディアパートナーズ,SD02,第二営業本部,SD02-02,第四営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C020,楽天グループ株式会社,A007,キリン,IND03,食品・飲料,IND03-02,酒類,IND03-02-01,ビール,AG06,キリングループ,GI03,食品・飲料,GI03-02,酒類,GI03-02-01,ビール,P002,株式会社TBSテレビ,M05,デジタル,MC05,テレビ東京,SC04,雑誌広告,MT01,スポットCM,MK03,全国紙朝刊,V010,Facebook/Instagram広告,39516763,38918448,30079455,27010671,8772080,5577335,2609187,1900684,2270702
20241114,2024,202411,3Q,Y001,株式会社読売広告社,SD05,関西営業本部,SD05-02,関西第二営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C028,ANA ホールディングス株式会社,A011,ソフトバンク,IND04,情報・通信,IND04-01,通信,IND04-01-02,ブロードバンド,AG10,ソフトバンクグループ,GI04,情報・通信,GI04-01,通信,GI04-01-01,携帯電話,P011,Google合同会社,M06,OOH（屋外）,MC09,日経新聞,SC08,SNS広告,MT01,スポットCM,MK11,SNSフィード,V002,日テレ系全国ネット,44609962,54395817,35404278,26496144,11253566,7450068,5506650,4763071,2215871
20240413,2024,202404,1Q,E010,株式会社読広インターナショナル,SD02,第二営業本部,SD02-02,第四営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C004,株式会社資生堂,A013,ソニー,IND05,電気機器,IND05-02,エンタテインメント,IND05-02-01,ゲーム,AG12,ソニーグループ,GI05,電気機器,GI05-02,エンタテインメント,GI05-02-01,ゲーム,P013,ヤフー株式会社,M04,ラジオ,MC12,Meta,SC07,動画広告,MT09,駅構内,MK11,SNSフィード,V003,フジ系全国ネット,34139129,36775688,18566978,16760644,7950262,10253409,3706341,4469729,977230
20250203,2024,202502,4Q,Y003,株式会社読広プランニング,SD03,デジタル営業本部,SD03-02,デジタル第二営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C018,日本生命保険相互会社,A004,資生堂,IND02,化粧品・トイレタリー,IND02-01,化粧品,IND02-01-01,スキンケア,AG03,資生堂グループ,GI02,化粧品・トイレタリー,GI02-01,化粧品,GI02-01-01,スキンケア,P015,LINE株式会社,M03,雑誌,MC03,フジテレビ,SC03,新聞広告,MT02,タイムCM,MK03,全国紙朝刊,V003,フジ系全国ネット,9894462,10890042,6615751,7345064,2335695,1914612,773854,613897,411146
20230515,2023,202305,1Q,H004,株式会社博報堂コンサルティング,SD02,第二営業本部,SD02-01,第三営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C030,イオン株式会社,A005,花王,IND02,化粧品・トイレタリー,IND02-02,トイレタリー,IND02-02-01,洗剤,AG04,花王グループ,GI02,化粧品・トイレタリー,GI02-02,トイレタリー,GI02-02-01,洗剤,P006,株式会社テレビ東京,M02,新聞,MC01,TBSテレビ,SC04,雑誌広告,MT05,FMスポット,MK01,地上波テレビ,V011,LINE広告,25365481,19230462,17074053,17688501,5853942,5197183,2634872,2658173,750870
20230720,2023,202307,2Q,H006,株式会社博報堂DYアウトドア,SD05,関西営業本部,SD05-01,関西第一営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C008,味の素株式会社,A001,トヨタ自動車,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-01,乗用車,AG01,トヨタグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P010,株式会社毎日新聞社,M01,テレビ,MC06,NHK,SC02,テレビタイム,MT10,ビルボード,MK10,ディスプレイ広告,V005,朝日新聞朝刊全国版,33033469,33399546,20511570,17062068,5007270,4342875,4731592,3418788,1658533
20241121,2024,202411,3Q,H008,デジタル・アドバタイジング・コンソーシアム株式会社,SD02,第二営業本部,SD02-02,第四営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C019,株式会社リクルート,A001,トヨタ自動車,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-01,乗用車,AG01,トヨタグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P011,Google合同会社,M04,ラジオ,MC08,読売新聞,SC09,交通広告,MT05,FMスポット,MK11,SNSフィード,V010,Facebook/Instagram広告,42310057,34495265,27223695,19112803,9233348,8157090,2429256,2210753,1458363
20240325,2023,202403,4Q,Y003,株式会社読広プランニング,SD02,第二営業本部,SD02-01,第三営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C017,第一生命保険株式会社,A011,ソフトバンク,IND04,情報・通信,IND04-01,通信,IND04-01-02,ブロードバンド,AG10,ソフトバンクグループ,GI04,情報・通信,GI04-01,通信,GI04-01-01,携帯電話,P002,株式会社TBSテレビ,M01,テレビ,MC13,LINE,SC08,SNS広告,MT05,FMスポット,MK08,AM放送,V001,TBS系全国ネット,47616393,58753480,26206135,28927121,13785694,12896925,3089942,3785274,3191865
20240911,2024,202409,2Q,E006,株式会社コスモ・コミュニケーションズ,SD01,第一営業本部,SD01-02,第二営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C028,ANA ホールディングス株式会社,A007,キリン,IND03,食品・飲料,IND03-02,酒類,IND03-02-01,ビール,AG06,キリングループ,GI03,食品・飲料,GI03-02,酒類,GI03-02-01,ビール,P016,株式会社JR東日本企画,M03,雑誌,MC08,読売新聞,SC09,交通広告,MT09,駅構内,MK07,FM放送,V001,TBS系全国ネット,12293899,10597933,7595741,7646061,1277956,1106619,1177952,921556,262733
20230911,2023,202309,2Q,H001,株式会社博報堂,SD05,関西営業本部,SD05-02,関西第二営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C006,サントリーホールディングス株式会社,A008,味の素,IND03,食品・飲料,IND03-03,食品,IND03-03-01,調味料,AG07,味の素グループ,GI03,食品・飲料,GI03-03,食品,GI03-03-01,調味料,P008,株式会社読売新聞社,M05,デジタル,MC09,日経新聞,SC08,SNS広告,MT10,ビルボード,MK05,週刊誌,V010,Facebook/Instagram広告,1316627,1667599,813741,814177,273610,374003,111178,98612,28366
20240302,2023,202403,4Q,H007,株式会社博報堂DYスポーツマーケティング,SD03,デジタル営業本部,SD03-01,デジタル第一営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C015,三菱UFJフィナンシャル・グループ,A012,パナソニック,IND05,電気機器,IND05-01,家電,IND05-01-01,生活家電,AG11,パナソニックグループ,GI05,電気機器,GI05-01,家電,GI05-01-01,生活家電,P009,株式会社日本経済新聞社,M04,ラジオ,MC10,Google,SC09,交通広告,MT07,ディスプレイ,MK09,検索連動型,V003,フジ系全国ネット,13637120,10171598,9494095,6773185,2202601,2808708,1852056,2158251,350294
20230802,2023,202308,2Q,D003,株式会社大広九州,SD04,メディア営業本部,SD04-02,メディアプランニング部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C010,KDDI株式会社,A010,KDDI,IND04,情報・通信,IND04-01,通信,IND04-01-01,携帯電話,AG09,KDDIグループ,GI04,情報・通信,GI04-01,通信,GI04-01-01,携帯電話,P002,株式会社TBSテレビ,M01,テレビ,MC15,集英社,SC08,SNS広告,MT03,全国紙,MK09,検索連動型,V010,Facebook/Instagram広告,47850762,42337393,26008615,23026741,7579589,8884046,6066154,4919662,3327791
20240908,2024,202409,2Q,D003,株式会社大広九州,SD03,デジタル営業本部,SD03-01,デジタル第一営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C027,JTBグループ,A018,日清食品,IND03,食品・飲料,IND03-03,食品,IND03-03-02,即席麺,AG17,日清食品グループ,GI03,食品・飲料,GI03-03,食品,GI03-03-02,即席麺,P005,株式会社テレビ朝日,M05,デジタル,MC13,LINE,SC03,新聞広告,MT04,月刊誌,MK08,AM放送,V012,Yahoo!ディスプレイ,5026115,3967015,3768831,4516979,1274010,1141834,644498,609775,354372
20240819,2024,202408,2Q,E003,株式会社博報堂マーケティングシステムズ,SD02,第二営業本部,SD02-01,第三営業部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C027,JTBグループ,A004,資生堂,IND02,化粧品・トイレタリー,IND02-01,化粧品,IND02-01-01,スキンケア,AG03,資生堂グループ,GI02,化粧品・トイレタリー,GI02-01,化粧品,GI02-01-01,スキンケア,P006,株式会社テレビ東京,M06,OOH（屋外）,MC04,テレビ朝日,SC01,テレビスポット,MT04,月刊誌,MK09,検索連動型,V007,日経新聞朝刊,19808312,23882752,10599718,11941194,3558983,4094929,1052178,1114376,1423806
20240301,2023,202403,4Q,H005,株式会社博報堂DYデジタル,SD01,第一営業本部,SD01-01,第一営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C005,花王株式会社,A010,KDDI,IND04,情報・通信,IND04-01,通信,IND04-01-01,携帯電話,AG09,KDDIグループ,GI04,情報・通信,GI04-01,通信,GI04-01-01,携帯電話,P010,株式会社毎日新聞社,M04,ラジオ,MC09,日経新聞,SC10,屋外広告,MT01,スポットCM,MK04,全国紙夕刊,V006,読売新聞朝刊全国版,28728205,32826809,22182797,24489080,5911793,4875285,2187090,1649275,2069764
20250326,2024,202503,4Q,H006,株式会社博報堂DYアウトドア,SD05,関西営業本部,SD05-02,関西第二営業部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C005,花王株式会社,A002,レクサス,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-02,高級車,AG01,トヨタグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P009,株式会社日本経済新聞社,M01,テレビ,MC06,NHK,SC07,動画広告,MT04,月刊誌,MK06,月刊誌,V011,LINE広告,28245178,22148132,18754348,20813831,8320070,10910541,2668578,1929718,1561823
20250221,2024,202502,4Q,E007,株式会社博報堂アイ・スタジオ,SD01,第一営業本部,SD01-01,第一営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C030,イオン株式会社,A018,日清食品,IND03,食品・飲料,IND03-03,食品,IND03-03-02,即席麺,AG17,日清食品グループ,GI03,食品・飲料,GI03-03,食品,GI03-03-02,即席麺,P013,ヤフー株式会社,M02,新聞,MC11,Yahoo!,SC03,新聞広告,MT01,スポットCM,MK01,地上波テレビ,V015,渋谷大型ビジョン,46947540,43523014,34578323,33074692,10407315,12807901,6543203,7609075,2572884
20230516,2023,202305,1Q,E009,株式会社大広ONES,SD04,メディア営業本部,SD04-02,メディアプランニング部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C027,JTBグループ,A006,サントリー,IND03,食品・飲料,IND03-01,飲料,IND03-01-01,清涼飲料,AG05,サントリーグループ,GI03,食品・飲料,GI03-01,飲料,GI03-01-01,清涼飲料,P014,Twitter Japan株式会社,M05,デジタル,MC13,LINE,SC01,テレビスポット,MT10,ビルボード,MK15,デジタルサイネージ,V007,日経新聞朝刊,26909240,28533658,14799649,15530965,6916848,4527825,1389993,1198680,2003925
20230812,2023,202308,2Q,E007,株式会社博報堂アイ・スタジオ,SD05,関西営業本部,SD05-01,関西第一営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C021,株式会社ファーストリテイリング,A015,リクルート,IND07,サービス,IND07-01,人材,IND07-01-01,求人,AG14,リクルートグループ,GI07,サービス,GI07-01,人材,GI07-01-01,求人,P015,LINE株式会社,M06,OOH（屋外）,MC04,テレビ朝日,SC09,交通広告,MT06,リスティング,MK12,インストリーム動画,V014,東京メトロ車内,31591586,32939314,17707682,20032342,9135605,7905647,2717436,2532231,2420566
20240510,2024,202405,1Q,H008,デジタル・アドバタイジング・コンソーシアム株式会社,SD03,デジタル営業本部,SD03-02,デジタル第二営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C002,本田技研工業株式会社,A013,ソニー,IND05,電気機器,IND05-02,エンタテインメント,IND05-02-01,ゲーム,AG12,ソニーグループ,GI05,電気機器,GI05-02,エンタテインメント,GI05-02-01,ゲーム,P002,株式会社TBSテレビ,M01,テレビ,MC13,LINE,SC07,動画広告,MT06,リスティング,MK03,全国紙朝刊,V011,LINE広告,37625481,43015418,28217071,32094636,10339323,13003895,5377751,4235760,2124743
20230504,2023,202305,1Q,Y003,株式会社読広プランニング,SD01,第一営業本部,SD01-02,第二営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C018,日本生命保険相互会社,A001,トヨタ自動車,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-01,乗用車,AG01,トヨタグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P011,Google合同会社,M01,テレビ,MC05,テレビ東京,SC01,テレビスポット,MT08,動画配信,MK05,週刊誌,V013,JR首都圏主要駅,38459190,48847944,25333544,27847966,8669908,5628404,5222029,4024780,2064557
20240301,2023,202403,4Q,Y005,株式会社読広エージェンシー,SD02,第二営業本部,SD02-01,第三営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C020,楽天グループ株式会社,A003,本田技研工業,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-01,乗用車,AG02,ホンダグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P015,LINE株式会社,M01,テレビ,MC10,Google,SC03,新聞広告,MT01,スポットCM,MK15,デジタルサイネージ,V002,日テレ系全国ネット,47595779,46751049,30759990,34246691,9739861,7206232,6464951,5407358,2950637
20240708,2024,202407,2Q,E009,株式会社大広ONES,SD03,デジタル営業本部,SD03-01,デジタル第一営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C009,株式会社NTTドコモ,A019,ANA,IND09,運輸・レジャー,IND09-01,航空,IND09-01-01,旅客,AG18,ANAグループ,GI09,運輸・レジャー,GI09-01,航空,GI09-01-01,旅客,P005,株式会社テレビ朝日,M02,新聞,MC05,テレビ東京,SC10,屋外広告,MT04,月刊誌,MK15,デジタルサイネージ,V002,日テレ系全国ネット,3321339,4012955,2416018,2607889,612746,494581,318050,296138,180045
20230823,2023,202308,2Q,E005,株式会社エムハンド,SD04,メディア営業本部,SD04-01,メディア営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C025,大塚ホールディングス株式会社,A002,レクサス,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-02,高級車,AG01,トヨタグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P009,株式会社日本経済新聞社,M02,新聞,MC13,LINE,SC04,雑誌広告,MT07,ディスプレイ,MK13,駅看板,V003,フジ系全国ネット,23018984,27729592,11955424,10801979,5576201,5567355,2305857,1948242,1009486
20240918,2024,202409,2Q,E009,株式会社大広ONES,SD03,デジタル営業本部,SD03-02,デジタル第二営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C015,三菱UFJフィナンシャル・グループ,A017,ファーストリテイリング,IND08,流通・小売,IND08-01,アパレル,IND08-01-01,カジュアル,AG16,ファーストリテイリンググループ,GI08,流通・小売,GI08-01,アパレル,GI08-01-01,カジュアル,P004,株式会社フジテレビジョン,M06,OOH（屋外）,MC02,日本テレビ,SC01,テレビスポット,MT03,全国紙,MK12,インストリーム動画,V007,日経新聞朝刊,29385385,26177537,23241180,27521204,5975488,4722115,3613119,3583781,1378063
20250101,2024,202501,4Q,H006,株式会社博報堂DYアウトドア,SD03,デジタル営業本部,SD03-01,デジタル第一営業部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C018,日本生命保険相互会社,A004,資生堂,IND02,化粧品・トイレタリー,IND02-01,化粧品,IND02-01-01,スキンケア,AG03,資生堂グループ,GI02,化粧品・トイレタリー,GI02-01,化粧品,GI02-01-01,スキンケア,P009,株式会社日本経済新聞社,M03,雑誌,MC15,集英社,SC10,屋外広告,MT07,ディスプレイ,MK09,検索連動型,V002,日テレ系全国ネット,39084096,48988366,27501497,24553137,6535252,4585617,3062907,2378320,815897
20230804,2023,202308,2Q,E003,株式会社博報堂マーケティングシステムズ,SD03,デジタル営業本部,SD03-02,デジタル第二営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C006,サントリーホールディングス株式会社,A005,花王,IND02,化粧品・トイレタリー,IND02-02,トイレタリー,IND02-02-01,洗剤,AG04,花王グループ,GI02,化粧品・トイレタリー,GI02-02,トイレタリー,GI02-02-01,洗剤,P004,株式会社フジテレビジョン,M06,OOH（屋外）,MC02,日本テレビ,SC02,テレビタイム,MT03,全国紙,MK05,週刊誌,V012,Yahoo!ディスプレイ,47238802,42631928,34472709,38609485,9597161,10440535,4464815,4725866,2616750
20250122,2024,202501,4Q,H003,株式会社博報堂プロダクツ,SD03,デジタル営業本部,SD03-02,デジタル第二営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C030,イオン株式会社,A016,楽天,IND04,情報・通信,IND04-02,IT,IND04-02-01,EC,AG15,楽天グループ,GI04,情報・通信,GI04-02,IT,GI04-02-01,EC,P004,株式会社フジテレビジョン,M02,新聞,MC02,日本テレビ,SC03,新聞広告,MT04,月刊誌,MK03,全国紙朝刊,V006,読売新聞朝刊全国版,45616654,42852325,23360504,22333557,8527855,9150452,5901087,4296889,1041823
20240628,2024,202406,1Q,H005,株式会社博報堂DYデジタル,SD01,第一営業本部,SD01-01,第一営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C008,味の素株式会社,A001,トヨタ自動車,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-01,乗用車,AG01,トヨタグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P014,Twitter Japan株式会社,M06,OOH（屋外）,MC09,日経新聞,SC03,新聞広告,MT08,動画配信,MK03,全国紙朝刊,V014,東京メトロ車内,30531788,24831414,17036418,12927134,4240117,5238087,1939102,2327578,1523404
20231113,2023,202311,3Q,H005,株式会社博報堂DYデジタル,SD05,関西営業本部,SD05-02,関西第二営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C011,ソフトバンク株式会社,A011,ソフトバンク,IND04,情報・通信,IND04-01,通信,IND04-01-02,ブロードバンド,AG10,ソフトバンクグループ,GI04,情報・通信,GI04-01,通信,GI04-01-01,携帯電話,P018,株式会社サイバーエージェント,M04,ラジオ,MC02,日本テレビ,SC09,交通広告,MT08,動画配信,MK15,デジタルサイネージ,V003,フジ系全国ネット,20983716,24626101,12015775,14062300,5364437,5930719,2400379,2535972,1617391
20230511,2023,202305,1Q,D001,株式会社大広,SD02,第二営業本部,SD02-01,第三営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C017,第一生命保険株式会社,A018,日清食品,IND03,食品・飲料,IND03-03,食品,IND03-03-02,即席麺,AG17,日清食品グループ,GI03,食品・飲料,GI03-03,食品,GI03-03-02,即席麺,P016,株式会社JR東日本企画,M06,OOH（屋外）,MC15,集英社,SC01,テレビスポット,MT01,スポットCM,MK04,全国紙夕刊,V007,日経新聞朝刊,5383376,5757922,3775020,4376952,1444718,1110761,465944,394204,416803
20250109,2024,202501,4Q,D005,株式会社大広メディアックス,SD05,関西営業本部,SD05-01,関西第一営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C014,株式会社日立製作所,A006,サントリー,IND03,食品・飲料,IND03-01,飲料,IND03-01-01,清涼飲料,AG05,サントリーグループ,GI03,食品・飲料,GI03-01,飲料,GI03-01-01,清涼飲料,P002,株式会社TBSテレビ,M01,テレビ,MC13,LINE,SC01,テレビスポット,MT02,タイムCM,MK06,月刊誌,V003,フジ系全国ネット,20389731,23423212,12409094,10164385,2622496,2585474,1721661,1901549,885961
20250119,2024,202501,4Q,E010,株式会社読広インターナショナル,SD03,デジタル営業本部,SD03-01,デジタル第一営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C007,キリンホールディングス株式会社,A020,セブン＆アイ,IND08,流通・小売,IND08-02,コンビニ,IND08-02-01,コンビニエンスストア,AG19,セブン＆アイグループ,GI08,流通・小売,GI08-02,コンビニ,GI08-02-01,コンビニエンスストア,P002,株式会社TBSテレビ,M05,デジタル,MC03,フジテレビ,SC06,デジタル広告,MT01,スポットCM,MK01,地上波テレビ,V003,フジ系全国ネット,20377907,19634873,12088304,9525772,2693258,3338002,1658311,1636273,924099
20241024,2024,202410,3Q,E003,株式会社博報堂マーケティングシステムズ,SD03,デジタル営業本部,SD03-01,デジタル第一営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C014,株式会社日立製作所,A018,日清食品,IND03,食品・飲料,IND03-03,食品,IND03-03-02,即席麺,AG17,日清食品グループ,GI03,食品・飲料,GI03-03,食品,GI03-03-02,即席麺,P001,株式会社電通,M04,ラジオ,MC14,JR東日本企画,SC02,テレビタイム,MT10,ビルボード,MK03,全国紙朝刊,V009,YouTube広告,31399006,26294318,20408935,23624975,4912237,4543756,4485587,3814788,998423
20230725,2023,202307,2Q,H005,株式会社博報堂DYデジタル,SD04,メディア営業本部,SD04-02,メディアプランニング部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C017,第一生命保険株式会社,A002,レクサス,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-02,高級車,AG01,トヨタグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P014,Twitter Japan株式会社,M06,OOH（屋外）,MC10,Google,SC03,新聞広告,MT10,ビルボード,MK12,インストリーム動画,V009,YouTube広告,8005169,10384214,4273416,4092770,1374575,1054439,625542,573919,568148
