RB処理日,年度_4月起点,年月,四半期_4月起点,会社_営業_コード_最新,会社_営業_名_最新,営業部門コード_最新,営業部門名_最新,営業部署コード_最新,営業部署名_最新,会社_G発注元コード_最新,会社_G発注元名_最新,G発注元部門コード_最新,G発注元部門名_最新,G発注元部署コード_最新,G発注元部署名_最新,会社_制作媒体コード_最新,会社_制作媒体名_最新,制作媒体部門コード_最新,制作媒体部門名_最新,制作媒体部署コード_最新,制作媒体部署名_最新,得意先コード,得意先名,広告主コード,広告主名,広告主業種_大コード,広告主業種_大名,広告主業種_中コード,広告主業種_中名,広告主業種_小コード,広告主業種_小名,広告主企業グループコード,広告主企業グループ名,広告主企業グループ業種_大コード,広告主企業グループ業種_大名,広告主企業グループ業種_中コード,広告主企業グループ業種_中名,広告主企業グループ業種_小コード,広告主企業グループ業種_小名,支払先コード,支払先名,マスメディア区分,マスメディア区分名,実施媒体社コード,実施媒体社名,売上種目コード,売上種目名,媒体種目コード,媒体種目名,媒体種類コード,媒体種類名,ビークルコード,ビークル名,仕入高予算,仕入高_建値,媒体戦略原価B予算,媒体戦略原価B_正味,媒体収益予算,媒体収益実績_正味,FC営収予算_社内_社外,FC営収_社内_社外,スタッフコスト
20240717,2024,202407,2Q,Y004,株式会社ユニバーサルコミュニケーションズ,SD02,第二営業本部,SD02-02,第四営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C027,JTBグループ,A013,ソニー,IND05,電気機器,IND05-02,エンタテインメント,IND05-02-01,ゲーム,AG12,ソニーグループ,GI05,電気機器,GI05-02,エンタテインメント,GI05-02-01,ゲーム,P003,日本テレビ放送網株式会社,M05,デジタル,MC13,LINE,SC01,テレビスポット,MT02,タイムCM,MK12,インストリーム動画,V006,読売新聞朝刊全国版,23418916,29003917,14064047,11990502,4896235,6315211,2190574,1927457,1743889
20240802,2024,202408,2Q,D002,株式会社大広WEDO,SD03,デジタル営業本部,SD03-01,デジタル第一営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C027,JTBグループ,A003,本田技研工業,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-01,乗用車,AG02,ホンダグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P007,株式会社朝日新聞社,M01,テレビ,MC08,読売新聞,SC01,テレビスポット,MT06,リスティング,MK15,デジタルサイネージ,V011,LINE広告,35123793,36889219,19888021,18226294,5634359,7725997,3467267,3226159,1029854
20240325,2023,202403,4Q,E009,株式会社大広ONES,SD01,第一営業本部,SD01-01,第一営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C011,ソフトバンク株式会社,A004,資生堂,IND02,化粧品・トイレタリー,IND02-01,化粧品,IND02-01-01,スキンケア,AG03,資生堂グループ,GI02,化粧品・トイレタリー,GI02-01,化粧品,GI02-01-01,スキンケア,P002,株式会社TBSテレビ,M01,テレビ,MC12,Meta,SC01,テレビスポット,MT02,タイムCM,MK01,地上波テレビ,V012,Yahoo!ディスプレイ,11556894,10298061,6392126,6190408,1699412,1583053,802557,890126,301114
20240707,2024,202407,2Q,E005,株式会社エムハンド,SD04,メディア営業本部,SD04-01,メディア営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C003,日産自動車株式会社,A002,レクサス,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-02,高級車,AG01,トヨタグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P015,LINE株式会社,M06,OOH（屋外）,MC15,集英社,SC02,テレビタイム,MT05,FMスポット,MK07,FM放送,V009,YouTube広告,13253647,15147291,9380938,6997968,1346427,1720307,1045543,1262216,842399
20230526,2023,202305,1Q,D003,株式会社大広九州,SD02,第二営業本部,SD02-01,第三営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C008,味の素株式会社,A020,セブン＆アイ,IND08,流通・小売,IND08-02,コンビニ,IND08-02-01,コンビニエンスストア,AG19,セブン＆アイグループ,GI08,流通・小売,GI08-02,コンビニ,GI08-02-01,コンビニエンスストア,P006,株式会社テレビ東京,M06,OOH（屋外）,MC03,フジテレビ,SC04,雑誌広告,MT01,スポットCM,MK07,FM放送,V015,渋谷大型ビジョン,24986736,18480642,18586701,18251780,3969171,4780151,3594625,2701622,574797
20250319,2024,202503,4Q,E004,株式会社スパイスボックス,SD02,第二営業本部,SD02-02,第四営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C018,日本生命保険相互会社,A014,三菱UFJ,IND06,金融・保険,IND06-01,銀行,IND06-01-01,都市銀行,AG13,MUFGグループ,GI06,金融・保険,GI06-01,銀行,GI06-01-01,都市銀行,P017,株式会社東急エージェンシー,M01,テレビ,MC08,読売新聞,SC05,ラジオスポット,MT08,動画配信,MK13,駅看板,V010,Facebook/Instagram広告,46759420,34534033,37043581,43374439,6398977,8169167,5967652,6562549,3442267
20231110,2023,202311,3Q,E008,株式会社博報堂テクノロジーズ,SD03,デジタル営業本部,SD03-01,デジタル第一営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C012,パナソニック株式会社,A017,ファーストリテイリング,IND08,流通・小売,IND08-01,アパレル,IND08-01-01,カジュアル,AG16,ファーストリテイリンググループ,GI08,流通・小売,GI08-01,アパレル,GI08-01-01,カジュアル,P004,株式会社フジテレビジョン,M05,デジタル,MC14,JR東日本企画,SC09,交通広告,MT01,スポットCM,MK12,インストリーム動画,V013,JR首都圏主要駅,7964058,7765444,4615764,5485357,1806654,2523730,877451,1070233,458286
20231206,2023,202312,3Q,H002,株式会社博報堂DYメディアパートナーズ,SD03,デジタル営業本部,SD03-02,デジタル第二営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C010,KDDI株式会社,A020,セブン＆アイ,IND08,流通・小売,IND08-02,コンビニ,IND08-02-01,コンビニエンスストア,AG19,セブン＆アイグループ,GI08,流通・小売,GI08-02,コンビニ,GI08-02-01,コンビニエンスストア,P017,株式会社東急エージェンシー,M06,OOH（屋外）,MC08,読売新聞,SC04,雑誌広告,MT06,リスティング,MK11,SNSフィード,V006,読売新聞朝刊全国版,24763341,19719516,17442187,13811836,4646962,3270688,1730358,1385649,709973
20231101,2023,202311,3Q,E010,株式会社読広インターナショナル,SD02,第二営業本部,SD02-01,第三営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C019,株式会社リクルート,A002,レクサス,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-02,高級車,AG01,トヨタグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P013,ヤフー株式会社,M05,デジタル,MC07,朝日新聞,SC01,テレビスポット,MT01,スポットCM,MK09,検索連動型,V013,JR首都圏主要駅,47652618,43059964,35870102,25480277,6578314,4027534,5003403,4716590,2801352
20230910,2023,202309,2Q,E002,株式会社SYパートナーズ,SD05,関西営業本部,SD05-01,関西第一営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C018,日本生命保険相互会社,A012,パナソニック,IND05,電気機器,IND05-01,家電,IND05-01-01,生活家電,AG11,パナソニックグループ,GI05,電気機器,GI05-01,家電,GI05-01-01,生活家電,P009,株式会社日本経済新聞社,M02,新聞,MC13,LINE,SC09,交通広告,MT02,タイムCM,MK02,BS・CS,V009,YouTube広告,35871544,34764125,22342453,26119076,4797190,4384084,5268054,4182831,1300500
20230501,2023,202305,1Q,E009,株式会社大広ONES,SD05,関西営業本部,SD05-01,関西第一営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C013,ソニーグループ株式会社,A019,ANA,IND09,運輸・レジャー,IND09-01,航空,IND09-01-01,旅客,AG18,ANAグループ,GI09,運輸・レジャー,GI09-01,航空,GI09-01-01,旅客,P011,Google合同会社,M04,ラジオ,MC04,テレビ朝日,SC04,雑誌広告,MT08,動画配信,MK11,SNSフィード,V002,日テレ系全国ネット,18676801,16441441,9812554,11491032,5511078,6768197,2624175,2502692,1065489
20250225,2024,202502,4Q,H001,株式会社博報堂,SD03,デジタル営業本部,SD03-02,デジタル第二営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C008,味の素株式会社,A017,ファーストリテイリング,IND08,流通・小売,IND08-01,アパレル,IND08-01-01,カジュアル,AG16,ファーストリテイリンググループ,GI08,流通・小売,GI08-01,アパレル,GI08-01-01,カジュアル,P010,株式会社毎日新聞社,M06,OOH（屋外）,MC05,テレビ東京,SC04,雑誌広告,MT09,駅構内,MK15,デジタルサイネージ,V010,Facebook/Instagram広告,44932695,42190563,32085868,26478175,12269006,8451612,6265493,7567447,3228171
20240709,2024,202407,2Q,D004,株式会社大広北海道,SD03,デジタル営業本部,SD03-01,デジタル第一営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C026,武田薬品工業株式会社,A015,リクルート,IND07,サービス,IND07-01,人材,IND07-01-01,求人,AG14,リクルートグループ,GI07,サービス,GI07-01,人材,GI07-01-01,求人,P018,株式会社サイバーエージェント,M04,ラジオ,MC05,テレビ東京,SC01,テレビスポット,MT10,ビルボード,MK08,AM放送,V008,Google検索広告,29713602,29030865,21865350,20644081,7018280,5923628,4015217,3118705,1777959
20231222,2023,202312,3Q,E009,株式会社大広ONES,SD05,関西営業本部,SD05-02,関西第二営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C020,楽天グループ株式会社,A018,日清食品,IND03,食品・飲料,IND03-03,食品,IND03-03-02,即席麺,AG17,日清食品グループ,GI03,食品・飲料,GI03-03,食品,GI03-03-02,即席麺,P006,株式会社テレビ東京,M04,ラジオ,MC03,フジテレビ,SC04,雑誌広告,MT01,スポットCM,MK09,検索連動型,V002,日テレ系全国ネット,16714379,15696641,10148376,10270368,3065500,3560051,1991622,1797087,544314
20240302,2023,202403,4Q,E002,株式会社SYパートナーズ,SD03,デジタル営業本部,SD03-01,デジタル第一営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C016,株式会社三井住友銀行,A002,レクサス,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-02,高級車,AG01,トヨタグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P011,Google合同会社,M01,テレビ,MC05,テレビ東京,SC02,テレビタイム,MT08,動画配信,MK13,駅看板,V015,渋谷大型ビジョン,5246847,5019331,3773060,4015877,1334593,1731023,334430,296608,376030
20240412,2024,202404,1Q,Y005,株式会社読広エージェンシー,SD01,第一営業本部,SD01-01,第一営業部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C021,株式会社ファーストリテイリング,A001,トヨタ自動車,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-01,乗用車,AG01,トヨタグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P005,株式会社テレビ朝日,M03,雑誌,MC11,Yahoo!,SC03,新聞広告,MT05,FMスポット,MK06,月刊誌,V010,Facebook/Instagram広告,33660627,43729151,22716060,20937495,7087240,6083876,4078678,4708102,887145
20240905,2024,202409,2Q,D003,株式会社大広九州,SD02,第二営業本部,SD02-01,第三営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C023,アサヒグループホールディングス株式会社,A008,味の素,IND03,食品・飲料,IND03-03,食品,IND03-03-01,調味料,AG07,味の素グループ,GI03,食品・飲料,GI03-03,食品,GI03-03-01,調味料,P006,株式会社テレビ東京,M06,OOH（屋外）,MC04,テレビ朝日,SC04,雑誌広告,MT02,タイムCM,MK10,ディスプレイ広告,V015,渋谷大型ビジョン,5530366,5198253,4322098,4561492,1033923,1217465,551238,572247,168904
20231206,2023,202312,3Q,H002,株式会社博報堂DYメディアパートナーズ,SD04,メディア営業本部,SD04-01,メディア営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C006,サントリーホールディングス株式会社,A004,資生堂,IND02,化粧品・トイレタリー,IND02-01,化粧品,IND02-01-01,スキンケア,AG03,資生堂グループ,GI02,化粧品・トイレタリー,GI02-01,化粧品,GI02-01-01,スキンケア,P005,株式会社テレビ朝日,M01,テレビ,MC03,フジテレビ,SC09,交通広告,MT06,リスティング,MK04,全国紙夕刊,V004,テレ朝系全国ネット,14664539,14957810,7450010,8371847,3876555,4180700,1120830,988455,1146819
20240228,2023,202402,4Q,H010,株式会社博報堂DYホールディングス,SD04,メディア営業本部,SD04-01,メディア営業部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C025,大塚ホールディングス株式会社,A020,セブン＆アイ,IND08,流通・小売,IND08-02,コンビニ,IND08-02-01,コンビニエンスストア,AG19,セブン＆アイグループ,GI08,流通・小売,GI08-02,コンビニ,GI08-02-01,コンビニエンスストア,P019,株式会社集英社,M05,デジタル,MC08,読売新聞,SC09,交通広告,MT09,駅構内,MK04,全国紙夕刊,V002,日テレ系全国ネット,25338754,32278734,20011902,20336434,6225808,5022087,3328952,3365532,1125644
20250206,2024,202502,4Q,H001,株式会社博報堂,SD03,デジタル営業本部,SD03-01,デジタル第一営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C024,日清食品ホールディングス株式会社,A016,楽天,IND04,情報・通信,IND04-02,IT,IND04-02-01,EC,AG15,楽天グループ,GI04,情報・通信,GI04-02,IT,GI04-02-01,EC,P015,LINE株式会社,M05,デジタル,MC13,LINE,SC05,ラジオスポット,MT01,スポットCM,MK11,SNSフィード,V014,東京メトロ車内,42658644,46945269,27743420,22634456,7190377,9285337,5603665,5945314,2380687
20241016,2024,202410,3Q,D001,株式会社大広,SD05,関西営業本部,SD05-02,関西第二営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C013,ソニーグループ株式会社,A016,楽天,IND04,情報・通信,IND04-02,IT,IND04-02-01,EC,AG15,楽天グループ,GI04,情報・通信,GI04-02,IT,GI04-02-01,EC,P019,株式会社集英社,M02,新聞,MC03,フジテレビ,SC08,SNS広告,MT01,スポットCM,MK10,ディスプレイ広告,V011,LINE広告,1270046,1451707,1006243,1202148,346968,209360,69935,78992,95769
20240318,2023,202403,4Q,E005,株式会社エムハンド,SD04,メディア営業本部,SD04-02,メディアプランニング部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C016,株式会社三井住友銀行,A019,ANA,IND09,運輸・レジャー,IND09-01,航空,IND09-01-01,旅客,AG18,ANAグループ,GI09,運輸・レジャー,GI09-01,航空,GI09-01-01,旅客,P014,Twitter Japan株式会社,M06,OOH（屋外）,MC02,日本テレビ,SC02,テレビタイム,MT03,全国紙,MK09,検索連動型,V007,日経新聞朝刊,39523362,31726913,21849606,15628164,6263273,6686647,4947734,4904153,2105005
20230927,2023,202309,2Q,E004,株式会社スパイスボックス,SD04,メディア営業本部,SD04-02,メディアプランニング部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C016,株式会社三井住友銀行,A002,レクサス,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-02,高級車,AG01,トヨタグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P015,LINE株式会社,M03,雑誌,MC15,集英社,SC01,テレビスポット,MT07,ディスプレイ,MK09,検索連動型,V002,日テレ系全国ネット,33290725,28307701,24355960,21726427,6895556,9473133,3823246,4938051,1337797
20240114,2023,202401,4Q,D001,株式会社大広,SD02,第二営業本部,SD02-01,第三営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C009,株式会社NTTドコモ,A004,資生堂,IND02,化粧品・トイレタリー,IND02-01,化粧品,IND02-01-01,スキンケア,AG03,資生堂グループ,GI02,化粧品・トイレタリー,GI02-01,化粧品,GI02-01-01,スキンケア,P003,日本テレビ放送網株式会社,M04,ラジオ,MC08,読売新聞,SC01,テレビスポット,MT06,リスティング,MK10,ディスプレイ広告,V002,日テレ系全国ネット,48232947,40682232,34713957,26423989,10098153,9152065,7079605,8423335,1234025
20230712,2023,202307,2Q,H004,株式会社博報堂コンサルティング,SD03,デジタル営業本部,SD03-01,デジタル第一営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C024,日清食品ホールディングス株式会社,A013,ソニー,IND05,電気機器,IND05-02,エンタテインメント,IND05-02-01,ゲーム,AG12,ソニーグループ,GI05,電気機器,GI05-02,エンタテインメント,GI05-02-01,ゲーム,P016,株式会社JR東日本企画,M02,新聞,MC14,JR東日本企画,SC07,動画広告,MT03,全国紙,MK07,FM放送,V006,読売新聞朝刊全国版,41604373,38487682,26106491,22369070,5652356,4410156,2967735,2542560,1214400
20240108,2023,202401,4Q,Y003,株式会社読広プランニング,SD01,第一営業本部,SD01-01,第一営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C020,楽天グループ株式会社,A013,ソニー,IND05,電気機器,IND05-02,エンタテインメント,IND05-02-01,ゲーム,AG12,ソニーグループ,GI05,電気機器,GI05-02,エンタテインメント,GI05-02-01,ゲーム,P002,株式会社TBSテレビ,M05,デジタル,MC13,LINE,SC02,テレビタイム,MT05,FMスポット,MK05,週刊誌,V008,Google検索広告,35083255,32070004,22971826,24728886,8156999,8940646,2732557,3092174,2379125
20231111,2023,202311,3Q,H005,株式会社博報堂DYデジタル,SD05,関西営業本部,SD05-01,関西第一営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C018,日本生命保険相互会社,A010,KDDI,IND04,情報・通信,IND04-01,通信,IND04-01-01,携帯電話,AG09,KDDIグループ,GI04,情報・通信,GI04-01,通信,GI04-01-01,携帯電話,P004,株式会社フジテレビジョン,M01,テレビ,MC10,Google,SC04,雑誌広告,MT07,ディスプレイ,MK13,駅看板,V002,日テレ系全国ネット,36132824,43243704,21382392,25150195,10066543,7019272,5324614,6561226,1511277
20231203,2023,202312,3Q,D002,株式会社大広WEDO,SD02,第二営業本部,SD02-02,第四営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C014,株式会社日立製作所,A005,花王,IND02,化粧品・トイレタリー,IND02-02,トイレタリー,IND02-02-01,洗剤,AG04,花王グループ,GI02,化粧品・トイレタリー,GI02-02,トイレタリー,GI02-02-01,洗剤,P012,Meta日本株式会社,M04,ラジオ,MC12,Meta,SC01,テレビスポット,MT04,月刊誌,MK12,インストリーム動画,V011,LINE広告,20755081,26198778,11332556,11651138,4973802,6551558,1647536,1524038,1649253
20250325,2024,202503,4Q,E007,株式会社博報堂アイ・スタジオ,SD02,第二営業本部,SD02-01,第三営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C022,株式会社ニトリホールディングス,A007,キリン,IND03,食品・飲料,IND03-02,酒類,IND03-02-01,ビール,AG06,キリングループ,GI03,食品・飲料,GI03-02,酒類,GI03-02-01,ビール,P013,ヤフー株式会社,M05,デジタル,MC12,Meta,SC04,雑誌広告,MT02,タイムCM,MK05,週刊誌,V015,渋谷大型ビジョン,45804479,36054906,29725587,34263862,6347598,5314190,2721609,3307799,3319857
20231104,2023,202311,3Q,H010,株式会社博報堂DYホールディングス,SD02,第二営業本部,SD02-01,第三営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C006,サントリーホールディングス株式会社,A019,ANA,IND09,運輸・レジャー,IND09-01,航空,IND09-01-01,旅客,AG18,ANAグループ,GI09,運輸・レジャー,GI09-01,航空,GI09-01-01,旅客,P019,株式会社集英社,M04,ラジオ,MC13,LINE,SC03,新聞広告,MT07,ディスプレイ,MK15,デジタルサイネージ,V011,LINE広告,31532113,33203819,18475989,20628622,6619779,5457196,4563706,5657698,1785302
20230510,2023,202305,1Q,H001,株式会社博報堂,SD02,第二営業本部,SD02-01,第三営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C025,大塚ホールディングス株式会社,A019,ANA,IND09,運輸・レジャー,IND09-01,航空,IND09-01-01,旅客,AG18,ANAグループ,GI09,運輸・レジャー,GI09-01,航空,GI09-01-01,旅客,P013,ヤフー株式会社,M01,テレビ,MC07,朝日新聞,SC06,デジタル広告,MT02,タイムCM,MK09,検索連動型,V002,日テレ系全国ネット,16868088,14058690,9345915,9979036,2314203,1894664,1851600,1437275,1300863
20250314,2024,202503,4Q,H006,株式会社博報堂DYアウトドア,SD03,デジタル営業本部,SD03-01,デジタル第一営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C019,株式会社リクルート,A017,ファーストリテイリング,IND08,流通・小売,IND08-01,アパレル,IND08-01-01,カジュアル,AG16,ファーストリテイリンググループ,GI08,流通・小売,GI08-01,アパレル,GI08-01-01,カジュアル,P009,株式会社日本経済新聞社,M04,ラジオ,MC15,集英社,SC04,雑誌広告,MT07,ディスプレイ,MK15,デジタルサイネージ,V004,テレ朝系全国ネット,32053793,34700046,19977511,22406176,5813268,3848290,1956414,2360807,2284177
20230823,2023,202308,2Q,E001,株式会社kyu,SD01,第一営業本部,SD01-02,第二営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C018,日本生命保険相互会社,A014,三菱UFJ,IND06,金融・保険,IND06-01,銀行,IND06-01-01,都市銀行,AG13,MUFGグループ,GI06,金融・保険,GI06-01,銀行,GI06-01-01,都市銀行,P010,株式会社毎日新聞社,M06,OOH（屋外）,MC04,テレビ朝日,SC05,ラジオスポット,MT05,FMスポット,MK08,AM放送,V012,Yahoo!ディスプレイ,30668387,24249924,20434017,19072835,7219807,9755723,4273864,5083759,1766486
20230810,2023,202308,2Q,Y003,株式会社読広プランニング,SD04,メディア営業本部,SD04-02,メディアプランニング部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C007,キリンホールディングス株式会社,A015,リクルート,IND07,サービス,IND07-01,人材,IND07-01-01,求人,AG14,リクルートグループ,GI07,サービス,GI07-01,人材,GI07-01-01,求人,P019,株式会社集英社,M02,新聞,MC13,LINE,SC04,雑誌広告,MT01,スポットCM,MK12,インストリーム動画,V002,日テレ系全国ネット,14738029,17294450,9295585,9038081,3114413,2182334,1979119,2430984,610056
20230820,2023,202308,2Q,H007,株式会社博報堂DYスポーツマーケティング,SD04,メディア営業本部,SD04-01,メディア営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C014,株式会社日立製作所,A001,トヨタ自動車,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-01,乗用車,AG01,トヨタグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P003,日本テレビ放送網株式会社,M01,テレビ,MC04,テレビ朝日,SC03,新聞広告,MT04,月刊誌,MK06,月刊誌,V014,東京メトロ車内,1470173,1896198,1160916,937413,175907,148009,171729,209227,59762
20241117,2024,202411,3Q,E004,株式会社スパイスボックス,SD01,第一営業本部,SD01-01,第一営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C026,武田薬品工業株式会社,A008,味の素,IND03,食品・飲料,IND03-03,食品,IND03-03-01,調味料,AG07,味の素グループ,GI03,食品・飲料,GI03-03,食品,GI03-03-01,調味料,P014,Twitter Japan株式会社,M04,ラジオ,MC07,朝日新聞,SC08,SNS広告,MT01,スポットCM,MK15,デジタルサイネージ,V009,YouTube広告,43023460,40721806,28865297,29665458,5827281,5295532,5338366,4181014,2181868
20240717,2024,202407,2Q,H003,株式会社博報堂プロダクツ,SD01,第一営業本部,SD01-01,第一営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C001,トヨタ自動車株式会社,A007,キリン,IND03,食品・飲料,IND03-02,酒類,IND03-02-01,ビール,AG06,キリングループ,GI03,食品・飲料,GI03-02,酒類,GI03-02-01,ビール,P003,日本テレビ放送網株式会社,M04,ラジオ,MC06,NHK,SC04,雑誌広告,MT10,ビルボード,MK04,全国紙夕刊,V011,LINE広告,16480152,21192173,8633241,10350880,2218228,2065777,1797545,1490821,835962
