RB処理日,会社,部門G,部門,部署,年度,年月,四半期,管理項目コード,管理項目名称,補助項目コード,補助項目名称,実績,予算
20240812,大広,管理統括,デジタルマーケティング部,運用課,2024,202408,2Q,100002,売上原価,S004,見込,484368488,422479600
20240316,読売広告社,クリエイティブ統括,総務部,企画課,2023,202403,4Q,200002,経費,S004,見込,261314075,315468990
20240213,読売広告社,クリエイティブ統括,制作部,開発課,2023,202402,4Q,300001,営業利益,S002,特別,400731840,484659470
20230608,大広,クリエイティブ統括,人事部,開発課,2023,202306,1Q,100003,売上総利益,S005,確定,324374457,332063594
20230904,大広,管理統括,クリエイティブ部,管理課,2023,202309,2Q,100001,売上高,S001,通常,25814116,37757443
20241207,博報堂DYメディアパートナーズ,メディア統括,総務部,第一課,2024,202412,3Q,400002,制作収入,S005,確定,345717634,435774036
20241219,博報堂プロダクツ,メディア統括,第二営業部,管理課,2024,202412,3Q,100002,売上原価,S002,特別,117975244,99533392
20241203,博報堂プロダクツ,営業統括,デジタルマーケティング部,運用課,2024,202412,3Q,200002,経費,S004,見込,282160684,407932445
20240822,博報堂プロダクツ,メディア統括,経営企画部,第二課,2024,202408,2Q,100003,売上総利益,S004,見込,201178192,158628533
20240509,博報堂,デジタル統括,デジタルマーケティング部,運用課,2024,202405,1Q,400001,媒体手数料収入,S001,通常,80206480,80451685
20230721,大広,メディア統括,制作部,開発課,2023,202307,2Q,100001,売上高,S005,確定,508301665,476633294
20240302,博報堂DYメディアパートナーズ,メディア統括,総務部,第三課,2023,202403,4Q,400001,媒体手数料収入,S001,通常,293516831,396303067
20230710,博報堂DYメディアパートナーズ,管理統括,人事部,推進課,2023,202307,2Q,200002,経費,S002,特別,494420588,371602858
20230601,読売広告社,デジタル統括,メディアプランニング部,第三課,2023,202306,1Q,200003,減価償却費,S002,特別,546141744,477861489
20240807,博報堂プロダクツ,メディア統括,クリエイティブ部,第三課,2024,202408,2Q,400001,媒体手数料収入,S001,通常,104083174,78450853
20250125,博報堂DYメディアパートナーズ,クリエイティブ統括,人事部,推進課,2024,202501,4Q,400001,媒体手数料収入,S004,見込,142772003,227953288
20240111,博報堂DYメディアパートナーズ,管理統括,総務部,管理課,2023,202401,4Q,500001,広告主負担金,S002,特別,463747245,399353649
20240227,博報堂,管理統括,第一営業部,企画課,2023,202402,4Q,400001,媒体手数料収入,S003,調整,510869071,442599774
20240121,博報堂プロダクツ,クリエイティブ統括,総務部,第一課,2023,202401,4Q,500001,広告主負担金,S004,見込,459720139,413558680
20230411,博報堂,営業統括,クリエイティブ部,第二課,2023,202304,1Q,500002,媒体社リベート,S002,特別,41511654,50929604
20241013,博報堂プロダクツ,デジタル統括,財務経理部,管理課,2024,202410,3Q,200001,人件費,S002,特別,248233575,309288183
20230823,博報堂プロダクツ,デジタル統括,デジタルマーケティング部,第二課,2023,202308,2Q,200001,人件費,S003,調整,545287121,447488256
20240804,博報堂,クリエイティブ統括,デジタルマーケティング部,第一課,2024,202408,2Q,100002,売上原価,S005,確定,237950716,393356373
20230514,読売広告社,管理統括,総務部,第二課,2023,202305,1Q,500001,広告主負担金,S002,特別,531929219,463644366
20231215,博報堂,クリエイティブ統括,経営企画部,管理課,2023,202312,3Q,100001,売上高,S001,通常,182066185,221190014
20240422,大広,デジタル統括,第二営業部,運用課,2024,202404,1Q,100003,売上総利益,S005,確定,272250500,355878121
20241218,博報堂プロダクツ,管理統括,人事部,運用課,2024,202412,3Q,100002,売上原価,S003,調整,52370540,76662567
20250322,博報堂DYメディアパートナーズ,メディア統括,人事部,第二課,2024,202503,4Q,400003,コンサルティング収入,S002,特別,442718808,477953249
20240413,博報堂,営業統括,第二営業部,第三課,2024,202404,1Q,300001,営業利益,S005,確定,260933154,234337338
20230405,博報堂プロダクツ,クリエイティブ統括,メディアプランニング部,運用課,2023,202304,1Q,200001,人件費,S004,見込,68353296,51662750
20240307,博報堂DYメディアパートナーズ,デジタル統括,人事部,企画課,2023,202403,4Q,100002,売上原価,S005,確定,542815430,393326632
20240713,大広,クリエイティブ統括,第一営業部,管理課,2024,202407,2Q,400003,コンサルティング収入,S002,特別,43410949,51064632
20241204,博報堂DYメディアパートナーズ,クリエイティブ統括,メディアプランニング部,運用課,2024,202412,3Q,100002,売上原価,S005,確定,147153375,200277843
20240327,博報堂プロダクツ,営業統括,第二営業部,運用課,2023,202403,4Q,100001,売上高,S005,確定,230918066,205988692
20240926,博報堂プロダクツ,メディア統括,デジタルマーケティング部,第一課,2024,202409,2Q,200003,減価償却費,S002,特別,153208793,246022965
20241021,博報堂DYメディアパートナーズ,クリエイティブ統括,人事部,管理課,2024,202410,3Q,500002,媒体社リベート,S004,見込,408732526,295595084
20230602,読売広告社,クリエイティブ統括,デジタルマーケティング部,推進課,2023,202306,1Q,200002,経費,S002,特別,366149023,355313963
20230515,博報堂DYメディアパートナーズ,クリエイティブ統括,経営企画部,第三課,2023,202305,1Q,100001,売上高,S004,見込,365540521,472986523
20240122,読売広告社,デジタル統括,総務部,企画課,2023,202401,4Q,100001,売上高,S001,通常,223175942,215979289
20241223,大広,クリエイティブ統括,第一営業部,推進課,2024,202412,3Q,400003,コンサルティング収入,S004,見込,1928633,1760945
20240315,読売広告社,営業統括,デジタルマーケティング部,運用課,2023,202403,4Q,100001,売上高,S001,通常,282715490,249093970
20240501,博報堂DYメディアパートナーズ,クリエイティブ統括,制作部,第三課,2024,202405,1Q,100001,売上高,S003,調整,393511328,297488974
20240322,読売広告社,メディア統括,クリエイティブ部,運用課,2023,202403,4Q,300001,営業利益,S003,調整,169305921,158527449
20240521,読売広告社,管理統括,メディアプランニング部,管理課,2024,202405,1Q,200001,人件費,S001,通常,553544918,432769821
20241220,博報堂プロダクツ,デジタル統括,人事部,推進課,2024,202412,3Q,400001,媒体手数料収入,S005,確定,240478177,355673818
20230901,大広,デジタル統括,経営企画部,運用課,2023,202309,2Q,100002,売上原価,S002,特別,550948289,488390584
20230817,読売広告社,メディア統括,総務部,第二課,2023,202308,2Q,300002,経常利益,S004,見込,137790838,222788240
20240110,博報堂,メディア統括,デジタルマーケティング部,第二課,2023,202401,4Q,100001,売上高,S003,調整,343874888,315238697
20230820,博報堂DYメディアパートナーズ,デジタル統括,人事部,開発課,2023,202308,2Q,100002,売上原価,S002,特別,426966296,307237473
20240118,博報堂,管理統括,第一営業部,運用課,2023,202401,4Q,500001,広告主負担金,S002,特別,557158148,485527669
20241027,大広,メディア統括,デジタルマーケティング部,管理課,2024,202410,3Q,200001,人件費,S004,見込,469758664,414095095
20240415,博報堂プロダクツ,クリエイティブ統括,制作部,企画課,2024,202404,1Q,200003,減価償却費,S001,通常,299892504,466879799
20231128,博報堂,営業統括,メディアプランニング部,管理課,2023,202311,3Q,400003,コンサルティング収入,S001,通常,139749870,116131408
20230424,読売広告社,営業統括,第一営業部,第三課,2023,202304,1Q,400003,コンサルティング収入,S001,通常,28772675,31095174
20240305,博報堂プロダクツ,クリエイティブ統括,経営企画部,運用課,2023,202403,4Q,200001,人件費,S004,見込,385814717,323785000
20240415,博報堂DYメディアパートナーズ,管理統括,人事部,運用課,2024,202404,1Q,400002,制作収入,S003,調整,264678302,377867982
20240315,博報堂DYメディアパートナーズ,デジタル統括,第一営業部,推進課,2023,202403,4Q,100003,売上総利益,S001,通常,148346341,107480565
20231019,博報堂プロダクツ,管理統括,経営企画部,第二課,2023,202310,3Q,200002,経費,S005,確定,50868203,39298442
20230517,博報堂DYメディアパートナーズ,メディア統括,第二営業部,運用課,2023,202305,1Q,300002,経常利益,S005,確定,99099152,89292001
20241116,大広,営業統括,デジタルマーケティング部,管理課,2024,202411,3Q,400002,制作収入,S004,見込,437303938,457868744
20250327,大広,メディア統括,財務経理部,運用課,2024,202503,4Q,200002,経費,S005,確定,88404068,72839821
20230418,読売広告社,管理統括,財務経理部,企画課,2023,202304,1Q,100002,売上原価,S002,特別,319142358,374220129
20230526,博報堂,営業統括,第二営業部,第三課,2023,202305,1Q,400002,制作収入,S003,調整,100460557,77659190
20250315,博報堂DYメディアパートナーズ,クリエイティブ統括,制作部,管理課,2024,202503,4Q,300002,経常利益,S004,見込,194153674,211358469
20250110,博報堂プロダクツ,デジタル統括,財務経理部,開発課,2024,202501,4Q,300002,経常利益,S005,確定,123329362,199967632
20241002,博報堂DYメディアパートナーズ,管理統括,制作部,運用課,2024,202410,3Q,100002,売上原価,S004,見込,16433538,25725379
20231123,博報堂,管理統括,メディアプランニング部,推進課,2023,202311,3Q,200002,経費,S002,特別,302868425,294351362
20240828,読売広告社,デジタル統括,財務経理部,第二課,2024,202408,2Q,200002,経費,S001,通常,4715062,3404904
20240308,博報堂,メディア統括,財務経理部,第一課,2023,202403,4Q,400001,媒体手数料収入,S003,調整,152388941,211710150
20250220,読売広告社,クリエイティブ統括,メディアプランニング部,推進課,2024,202502,4Q,400003,コンサルティング収入,S003,調整,319302304,453716812
20240407,博報堂,デジタル統括,経営企画部,管理課,2024,202404,1Q,400001,媒体手数料収入,S005,確定,66253317,81079505
20240410,博報堂DYメディアパートナーズ,デジタル統括,制作部,運用課,2024,202404,1Q,200002,経費,S003,調整,308143789,462951395
20240806,博報堂,デジタル統括,制作部,運用課,2024,202408,2Q,300001,営業利益,S001,通常,40086889,45495913
20230622,博報堂DYメディアパートナーズ,クリエイティブ統括,第二営業部,第二課,2023,202306,1Q,300001,営業利益,S002,特別,372639237,418263522
20230908,博報堂DYメディアパートナーズ,管理統括,クリエイティブ部,第三課,2023,202309,2Q,200003,減価償却費,S003,調整,343193500,343343192
20231018,博報堂プロダクツ,メディア統括,第二営業部,第三課,2023,202310,3Q,200001,人件費,S002,特別,27315885,25214215
20240811,博報堂プロダクツ,営業統括,経営企画部,推進課,2024,202408,2Q,400003,コンサルティング収入,S001,通常,202809863,162395401
20250206,大広,管理統括,デジタルマーケティング部,運用課,2024,202502,4Q,100003,売上総利益,S003,調整,276708285,243402964
20250322,博報堂DYメディアパートナーズ,営業統括,財務経理部,第二課,2024,202503,4Q,400003,コンサルティング収入,S001,通常,124654913,93829529
20230415,博報堂DYメディアパートナーズ,デジタル統括,第二営業部,運用課,2023,202304,1Q,400001,媒体手数料収入,S004,見込,326542762,246803038
20241205,博報堂,メディア統括,制作部,第二課,2024,202412,3Q,400002,制作収入,S004,見込,316954230,354748717
20241202,大広,メディア統括,第一営業部,第三課,2024,202412,3Q,100002,売上原価,S002,特別,97802395,130760733
20241012,博報堂プロダクツ,管理統括,メディアプランニング部,第一課,2024,202410,3Q,200002,経費,S002,特別,333454369,475951778
20241204,博報堂DYメディアパートナーズ,営業統括,メディアプランニング部,第二課,2024,202412,3Q,500001,広告主負担金,S004,見込,244216055,267798408
20241205,読売広告社,メディア統括,メディアプランニング部,管理課,2024,202412,3Q,100001,売上高,S001,通常,214585162,237066635
20240120,大広,営業統括,財務経理部,第一課,2023,202401,4Q,300002,経常利益,S003,調整,290297248,255411742
20240207,博報堂DYメディアパートナーズ,メディア統括,財務経理部,推進課,2023,202402,4Q,300001,営業利益,S002,特別,21984147,29188967
20241004,読売広告社,デジタル統括,第二営業部,管理課,2024,202410,3Q,200001,人件費,S003,調整,293428039,333548819
20230806,博報堂DYメディアパートナーズ,メディア統括,総務部,推進課,2023,202308,2Q,200002,経費,S001,通常,521674409,494570428
20241201,博報堂プロダクツ,メディア統括,メディアプランニング部,第二課,2024,202412,3Q,400002,制作収入,S001,通常,457671202,382486333
20241008,博報堂プロダクツ,メディア統括,デジタルマーケティング部,第三課,2024,202410,3Q,100003,売上総利益,S005,確定,62348723,73409831
20230412,読売広告社,デジタル統括,総務部,第一課,2023,202304,1Q,400002,制作収入,S005,確定,507913051,413795251
20240213,博報堂,管理統括,デジタルマーケティング部,運用課,2023,202402,4Q,400002,制作収入,S003,調整,334122278,495009021
20240826,大広,管理統括,クリエイティブ部,企画課,2024,202408,2Q,200003,減価償却費,S005,確定,76585794,100867878
20240106,博報堂DYメディアパートナーズ,営業統括,デジタルマーケティング部,管理課,2023,202401,4Q,100003,売上総利益,S001,通常,291982116,310091297
20240425,大広,営業統括,第二営業部,第二課,2024,202404,1Q,500001,広告主負担金,S003,調整,62590354,87983576
20230702,読売広告社,管理統括,総務部,企画課,2023,202307,2Q,400003,コンサルティング収入,S001,通常,177274174,222678246
20240927,博報堂,メディア統括,クリエイティブ部,開発課,2024,202409,2Q,200002,経費,S002,特別,415182581,469698442
20230408,博報堂DYメディアパートナーズ,管理統括,第二営業部,第二課,2023,202304,1Q,300001,営業利益,S003,調整,544782942,468527760
20230724,博報堂プロダクツ,クリエイティブ統括,総務部,第三課,2023,202307,2Q,500001,広告主負担金,S002,特別,32033663,23532629
20241213,博報堂プロダクツ,営業統括,財務経理部,開発課,2024,202412,3Q,400002,制作収入,S004,見込,247959596,252363448
20230422,博報堂DYメディアパートナーズ,営業統括,経営企画部,第三課,2023,202304,1Q,500002,媒体社リベート,S001,通常,557608402,429362433
20241107,読売広告社,管理統括,総務部,企画課,2024,202411,3Q,400002,制作収入,S002,特別,215746027,232004752
20241224,大広,営業統括,メディアプランニング部,第一課,2024,202412,3Q,300002,経常利益,S005,確定,312263445,467065232
20230712,博報堂プロダクツ,営業統括,デジタルマーケティング部,推進課,2023,202307,2Q,200002,経費,S002,特別,574350135,413085797
20231207,博報堂,クリエイティブ統括,経営企画部,第二課,2023,202312,3Q,300001,営業利益,S001,通常,481645113,409844983
20250126,博報堂DYメディアパートナーズ,メディア統括,人事部,企画課,2024,202501,4Q,100001,売上高,S003,調整,345488424,475790602
20240506,大広,メディア統括,経営企画部,推進課,2024,202405,1Q,100002,売上原価,S005,確定,42233334,55519037
20240322,読売広告社,メディア統括,クリエイティブ部,第二課,2023,202403,4Q,500001,広告主負担金,S002,特別,298103515,375468372
20240920,大広,デジタル統括,メディアプランニング部,開発課,2024,202409,2Q,300001,営業利益,S001,通常,369606840,359020596
20240312,読売広告社,管理統括,経営企画部,開発課,2023,202403,4Q,200002,経費,S002,特別,322034301,279478461
20230813,博報堂,デジタル統括,財務経理部,運用課,2023,202308,2Q,200003,減価償却費,S002,特別,129382683,110621896
20240426,博報堂プロダクツ,営業統括,デジタルマーケティング部,第二課,2024,202404,1Q,500002,媒体社リベート,S002,特別,38016335,41739163
20240521,博報堂DYメディアパートナーズ,クリエイティブ統括,制作部,第一課,2024,202405,1Q,500002,媒体社リベート,S001,通常,406594559,431881734
20240407,博報堂プロダクツ,営業統括,第一営業部,推進課,2024,202404,1Q,400002,制作収入,S002,特別,175427724,169751091
20241224,博報堂,メディア統括,デジタルマーケティング部,運用課,2024,202412,3Q,200002,経費,S004,見込,173365231,277062966
20230919,博報堂プロダクツ,デジタル統括,デジタルマーケティング部,推進課,2023,202309,2Q,400003,コンサルティング収入,S003,調整,397232988,436646492
20241009,博報堂,営業統括,経営企画部,開発課,2024,202410,3Q,200001,人件費,S002,特別,196238809,246735231
20250124,博報堂DYメディアパートナーズ,営業統括,メディアプランニング部,第二課,2024,202501,4Q,200002,経費,S005,確定,371085995,287335580
20241210,読売広告社,営業統括,経営企画部,開発課,2024,202412,3Q,100001,売上高,S005,確定,458517748,498883837
20241025,博報堂プロダクツ,メディア統括,人事部,管理課,2024,202410,3Q,500002,媒体社リベート,S004,見込,283132384,372221518
20240515,大広,営業統括,財務経理部,企画課,2024,202405,1Q,500002,媒体社リベート,S001,通常,365607460,371608217
20241125,博報堂,クリエイティブ統括,メディアプランニング部,管理課,2024,202411,3Q,300002,経常利益,S001,通常,281835041,347770700
20250326,博報堂,クリエイティブ統括,クリエイティブ部,第一課,2024,202503,4Q,100003,売上総利益,S001,通常,110713123,90803185
20230609,博報堂DYメディアパートナーズ,管理統括,人事部,開発課,2023,202306,1Q,400003,コンサルティング収入,S003,調整,173055707,279788606
20230607,読売広告社,クリエイティブ統括,人事部,第二課,2023,202306,1Q,200003,減価償却費,S001,通常,19808646,19382575
20240414,大広,クリエイティブ統括,第二営業部,企画課,2024,202404,1Q,100003,売上総利益,S005,確定,314197074,413906222
20240228,博報堂DYメディアパートナーズ,管理統括,メディアプランニング部,管理課,2023,202402,4Q,500001,広告主負担金,S005,確定,340424890,338908154
20230827,博報堂プロダクツ,クリエイティブ統括,経営企画部,推進課,2023,202308,2Q,100001,売上高,S003,調整,32919276,52923263
20250224,博報堂DYメディアパートナーズ,管理統括,財務経理部,推進課,2024,202502,4Q,400001,媒体手数料収入,S004,見込,530311477,411989328
20240622,大広,デジタル統括,財務経理部,企画課,2024,202406,1Q,200002,経費,S001,通常,75816454,106150727
20230725,博報堂プロダクツ,営業統括,デジタルマーケティング部,管理課,2023,202307,2Q,100001,売上高,S003,調整,44008405,40396419
20240106,大広,営業統括,第一営業部,第三課,2023,202401,4Q,400003,コンサルティング収入,S001,通常,63142197,72336959
20231228,読売広告社,メディア統括,人事部,運用課,2023,202312,3Q,200001,人件費,S002,特別,115056922,141806746
20230425,読売広告社,クリエイティブ統括,クリエイティブ部,管理課,2023,202304,1Q,300002,経常利益,S005,確定,416968676,397627415
20250326,博報堂DYメディアパートナーズ,メディア統括,制作部,第三課,2024,202503,4Q,100002,売上原価,S002,特別,259530552,335005917
20240527,大広,デジタル統括,人事部,第一課,2024,202405,1Q,100003,売上総利益,S002,特別,239609449,320506978
20250310,博報堂DYメディアパートナーズ,メディア統括,第一営業部,第一課,2024,202503,4Q,500001,広告主負担金,S004,見込,282169071,345753978
20230602,読売広告社,デジタル統括,クリエイティブ部,企画課,2023,202306,1Q,400003,コンサルティング収入,S003,調整,62094679,56290602
20230426,博報堂,管理統括,第二営業部,推進課,2023,202304,1Q,400002,制作収入,S003,調整,115287993,141748402
20230523,読売広告社,営業統括,制作部,第二課,2023,202305,1Q,500002,媒体社リベート,S003,調整,380226780,297264463
20240506,博報堂DYメディアパートナーズ,営業統括,クリエイティブ部,第二課,2024,202405,1Q,300002,経常利益,S003,調整,177495164,213517733
20240212,博報堂,メディア統括,第二営業部,第三課,2023,202402,4Q,300002,経常利益,S004,見込,271657063,194935841
20240521,博報堂DYメディアパートナーズ,デジタル統括,人事部,運用課,2024,202405,1Q,200002,経費,S003,調整,20400578,16739932
20230918,読売広告社,デジタル統括,第一営業部,第二課,2023,202309,2Q,200001,人件費,S003,調整,569288595,417556255
20230712,博報堂DYメディアパートナーズ,メディア統括,総務部,管理課,2023,202307,2Q,200001,人件費,S001,通常,217329357,269041086
20230902,大広,クリエイティブ統括,第一営業部,推進課,2023,202309,2Q,200003,減価償却費,S004,見込,13121921,13674002
20230611,博報堂プロダクツ,クリエイティブ統括,デジタルマーケティング部,第三課,2023,202306,1Q,500001,広告主負担金,S001,通常,18542033,17691431
20240616,大広,メディア統括,経営企画部,開発課,2024,202406,1Q,200001,人件費,S003,調整,538594500,396249233
20230615,博報堂プロダクツ,営業統括,第二営業部,第三課,2023,202306,1Q,400002,制作収入,S001,通常,360028389,310455710
20231120,大広,管理統括,財務経理部,第一課,2023,202311,3Q,300001,営業利益,S005,確定,501291593,391992093
20241214,博報堂,デジタル統括,経営企画部,企画課,2024,202412,3Q,200003,減価償却費,S003,調整,157228344,223131428
20240505,大広,メディア統括,第二営業部,推進課,2024,202405,1Q,400002,制作収入,S003,調整,202287086,327103254
20230420,大広,管理統括,経営企画部,管理課,2023,202304,1Q,200001,人件費,S002,特別,475813146,440057621
20230402,読売広告社,営業統括,制作部,第一課,2023,202304,1Q,400002,制作収入,S003,調整,274069378,250745354
20230719,博報堂DYメディアパートナーズ,管理統括,デジタルマーケティング部,開発課,2023,202307,2Q,500001,広告主負担金,S001,通常,310893861,439155756
20240925,博報堂DYメディアパートナーズ,営業統括,第一営業部,推進課,2024,202409,2Q,300001,営業利益,S001,通常,138710349,198102585
20231128,博報堂,営業統括,経営企画部,第二課,2023,202311,3Q,400003,コンサルティング収入,S004,見込,117214964,92209699
20250128,読売広告社,管理統括,第一営業部,企画課,2024,202501,4Q,200003,減価償却費,S004,見込,131381305,96398422
20230525,博報堂,クリエイティブ統括,総務部,第二課,2023,202305,1Q,300001,営業利益,S003,調整,57578238,76283674
20240412,博報堂,管理統括,総務部,企画課,2024,202404,1Q,400002,制作収入,S005,確定,322789162,372891825
20231210,博報堂DYメディアパートナーズ,クリエイティブ統括,メディアプランニング部,企画課,2023,202312,3Q,500002,媒体社リベート,S002,特別,407399368,380066054
20250313,大広,デジタル統括,デジタルマーケティング部,第三課,2024,202503,4Q,200003,減価償却費,S002,特別,363453729,336371395
20241120,大広,クリエイティブ統括,制作部,第二課,2024,202411,3Q,500002,媒体社リベート,S004,見込,224563042,250762477
20241208,読売広告社,メディア統括,財務経理部,第三課,2024,202412,3Q,500001,広告主負担金,S005,確定,45788332,71570889
20230904,博報堂プロダクツ,メディア統括,経営企画部,運用課,2023,202309,2Q,400002,制作収入,S004,見込,186772283,296005118
20230503,大広,メディア統括,制作部,第一課,2023,202305,1Q,100003,売上総利益,S005,確定,53175251,53743841
20240823,大広,デジタル統括,制作部,第二課,2024,202408,2Q,500002,媒体社リベート,S003,調整,178716592,130402783
20241105,大広,営業統括,第一営業部,第二課,2024,202411,3Q,400001,媒体手数料収入,S001,通常,444785135,427233056
20240621,読売広告社,メディア統括,経営企画部,推進課,2024,202406,1Q,200002,経費,S001,通常,313627145,497929844
20240712,大広,営業統括,第二営業部,第三課,2024,202407,2Q,300001,営業利益,S004,見込,82025010,60575616
20230918,博報堂DYメディアパートナーズ,メディア統括,デジタルマーケティング部,管理課,2023,202309,2Q,400002,制作収入,S001,通常,126039885,173337591
20231027,博報堂DYメディアパートナーズ,クリエイティブ統括,デジタルマーケティング部,管理課,2023,202310,3Q,200003,減価償却費,S005,確定,140923970,163035325
20240819,博報堂,営業統括,メディアプランニング部,第一課,2024,202408,2Q,200002,経費,S004,見込,310758746,458982805
20230601,博報堂DYメディアパートナーズ,デジタル統括,メディアプランニング部,運用課,2023,202306,1Q,500002,媒体社リベート,S005,確定,212958223,240501554
20240910,読売広告社,デジタル統括,デジタルマーケティング部,管理課,2024,202409,2Q,400003,コンサルティング収入,S002,特別,315081589,256815073
20240505,読売広告社,メディア統括,人事部,管理課,2024,202405,1Q,500002,媒体社リベート,S003,調整,446838069,337935134
20231105,読売広告社,営業統括,人事部,企画課,2023,202311,3Q,500001,広告主負担金,S003,調整,312434721,362112900
20250128,博報堂プロダクツ,クリエイティブ統括,制作部,運用課,2024,202501,4Q,100002,売上原価,S002,特別,441699899,362453654
20230914,読売広告社,営業統括,第一営業部,運用課,2023,202309,2Q,500001,広告主負担金,S003,調整,329874822,314753102
20230419,大広,管理統括,経営企画部,第三課,2023,202304,1Q,400001,媒体手数料収入,S003,調整,219177323,184740325
20240917,博報堂,メディア統括,クリエイティブ部,推進課,2024,202409,2Q,400001,媒体手数料収入,S005,確定,219288524,287281591
20250319,博報堂プロダクツ,デジタル統括,第二営業部,管理課,2024,202503,4Q,200001,人件費,S002,特別,127703851,127351049
20231106,博報堂,管理統括,メディアプランニング部,推進課,2023,202311,3Q,400001,媒体手数料収入,S002,特別,260212194,216463801
20230511,博報堂プロダクツ,管理統括,クリエイティブ部,開発課,2023,202305,1Q,500002,媒体社リベート,S002,特別,18701545,13769122
20230604,博報堂DYメディアパートナーズ,メディア統括,メディアプランニング部,第三課,2023,202306,1Q,200002,経費,S005,確定,65264903,76507047
20240324,博報堂,デジタル統括,第一営業部,企画課,2023,202403,4Q,300001,営業利益,S001,通常,489562789,433941322
20240405,博報堂DYメディアパートナーズ,クリエイティブ統括,メディアプランニング部,第一課,2024,202404,1Q,500002,媒体社リベート,S003,調整,149003319,191275478
20230416,博報堂プロダクツ,デジタル統括,人事部,第三課,2023,202304,1Q,300001,営業利益,S002,特別,191506112,208434335
20241011,読売広告社,営業統括,人事部,推進課,2024,202410,3Q,500002,媒体社リベート,S001,通常,444203104,384566896
20230602,博報堂DYメディアパートナーズ,クリエイティブ統括,総務部,推進課,2023,202306,1Q,400002,制作収入,S001,通常,288427307,415936268
20240213,博報堂DYメディアパートナーズ,デジタル統括,経営企画部,管理課,2023,202402,4Q,100001,売上高,S003,調整,27822169,23224633
20230702,大広,デジタル統括,財務経理部,推進課,2023,202307,2Q,400003,コンサルティング収入,S004,見込,52359486,60777750
20240901,大広,管理統括,経営企画部,推進課,2024,202409,2Q,200001,人件費,S005,確定,260207660,375947973
20230421,読売広告社,デジタル統括,第二営業部,第一課,2023,202304,1Q,500002,媒体社リベート,S002,特別,405823804,295191604
20240621,博報堂プロダクツ,デジタル統括,財務経理部,運用課,2024,202406,1Q,300002,経常利益,S005,確定,43836351,40845340
20240823,大広,メディア統括,クリエイティブ部,第二課,2024,202408,2Q,200003,減価償却費,S002,特別,258517599,235757433
20241123,読売広告社,管理統括,デジタルマーケティング部,第三課,2024,202411,3Q,300001,営業利益,S001,通常,74822354,55186940
20240724,読売広告社,営業統括,第一営業部,管理課,2024,202407,2Q,300001,営業利益,S001,通常,8803521,8208270
20230619,博報堂プロダクツ,メディア統括,デジタルマーケティング部,運用課,2023,202306,1Q,100003,売上総利益,S004,見込,387514852,347068951
20230712,博報堂,メディア統括,制作部,管理課,2023,202307,2Q,200002,経費,S003,調整,261980721,279381855
20241008,博報堂DYメディアパートナーズ,デジタル統括,メディアプランニング部,開発課,2024,202410,3Q,400001,媒体手数料収入,S005,確定,455472342,473414185
20240812,読売広告社,営業統括,総務部,運用課,2024,202408,2Q,400002,制作収入,S002,特別,31656508,45781701
20240315,博報堂プロダクツ,メディア統括,制作部,運用課,2023,202403,4Q,100002,売上原価,S003,調整,203723411,227256286
20241214,博報堂,管理統括,デジタルマーケティング部,開発課,2024,202412,3Q,300001,営業利益,S002,特別,414886017,450912729
20250218,博報堂DYメディアパートナーズ,メディア統括,メディアプランニング部,開発課,2024,202502,4Q,200002,経費,S001,通常,273128282,375363955
20250127,大広,メディア統括,デジタルマーケティング部,開発課,2024,202501,4Q,200001,人件費,S004,見込,120533560,157374415
20230419,読売広告社,クリエイティブ統括,経営企画部,推進課,2023,202304,1Q,500002,媒体社リベート,S005,確定,195364957,195753075
20240622,博報堂,メディア統括,第二営業部,第二課,2024,202406,1Q,100002,売上原価,S004,見込,14450781,14131083
20241003,大広,クリエイティブ統括,メディアプランニング部,管理課,2024,202410,3Q,300001,営業利益,S002,特別,112745810,134468867
20250204,博報堂DYメディアパートナーズ,管理統括,人事部,企画課,2024,202502,4Q,100002,売上原価,S004,見込,79308801,93387634
20240508,博報堂,デジタル統括,デジタルマーケティング部,開発課,2024,202405,1Q,200001,人件費,S003,調整,132035296,101883007
20240505,博報堂DYメディアパートナーズ,メディア統括,メディアプランニング部,推進課,2024,202405,1Q,200003,減価償却費,S002,特別,437244337,361288488
20240409,大広,メディア統括,制作部,開発課,2024,202404,1Q,100003,売上総利益,S005,確定,120857040,114432886
20231114,博報堂プロダクツ,クリエイティブ統括,総務部,第二課,2023,202311,3Q,200001,人件費,S004,見込,333969991,340612269
20250212,読売広告社,営業統括,デジタルマーケティング部,第一課,2024,202502,4Q,200002,経費,S005,確定,596290200,490808697
20240502,大広,営業統括,第一営業部,運用課,2024,202405,1Q,300002,経常利益,S004,見込,474080289,378207136
20240316,読売広告社,営業統括,経営企画部,企画課,2023,202403,4Q,400001,媒体手数料収入,S001,通常,68364148,96714128
20240505,博報堂,デジタル統括,人事部,開発課,2024,202405,1Q,200001,人件費,S005,確定,522536997,475878709
20230719,読売広告社,クリエイティブ統括,第一営業部,開発課,2023,202307,2Q,100002,売上原価,S001,通常,286515090,262505849
20240423,大広,管理統括,第一営業部,推進課,2024,202404,1Q,200003,減価償却費,S003,調整,499736434,439669361
20230515,博報堂,メディア統括,総務部,企画課,2023,202305,1Q,400001,媒体手数料収入,S003,調整,74068752,59813720
