RB処理日,会社,部門G,部門,部署,年度,年月,四半期,管理項目コード,管理項目名称,補助項目コード,補助項目名称,実績,予算
20230524,博報堂DYメディアパートナーズ,デジタル統括,財務経理部,第三課,2023,202305,1Q,500002,媒体社リベート,S002,特別,87677105,64502986
20240908,博報堂,デジタル統括,制作部,運用課,2024,202409,2Q,200003,減価償却費,S005,確定,425357728,443421276
20240910,大広,管理統括,第二営業部,開発課,2024,202409,2Q,100001,売上高,S002,特別,256055982,231970007
20230702,読売広告社,メディア統括,第一営業部,運用課,2023,202307,2Q,100002,売上原価,S005,確定,441771929,348378522
20230405,博報堂DYメディアパートナーズ,デジタル統括,メディアプランニング部,企画課,2023,202304,1Q,400002,制作収入,S003,調整,385589089,475092707
20250220,大広,営業統括,経営企画部,第一課,2024,202502,4Q,300001,営業利益,S004,見込,552568929,454576595
20231202,読売広告社,クリエイティブ統括,デジタルマーケティング部,運用課,2023,202312,3Q,100001,売上高,S001,通常,98240719,130968148
20241225,博報堂,管理統括,財務経理部,第三課,2024,202412,3Q,100001,売上高,S002,特別,304793064,276455908
20240116,博報堂DYメディアパートナーズ,メディア統括,デジタルマーケティング部,第三課,2023,202401,4Q,400001,媒体手数料収入,S005,確定,463731386,354234280
20241020,博報堂DYメディアパートナーズ,営業統括,制作部,第三課,2024,202410,3Q,300002,経常利益,S001,通常,235692427,297719379
20240118,博報堂プロダクツ,クリエイティブ統括,デジタルマーケティング部,企画課,2023,202401,4Q,500002,媒体社リベート,S004,見込,194359013,236515770
20231126,博報堂プロダクツ,営業統括,メディアプランニング部,第三課,2023,202311,3Q,400001,媒体手数料収入,S003,調整,394909457,320111433
20230620,読売広告社,デジタル統括,メディアプランニング部,運用課,2023,202306,1Q,400001,媒体手数料収入,S001,通常,578628031,456006256
20250224,大広,管理統括,メディアプランニング部,第三課,2024,202502,4Q,500001,広告主負担金,S001,通常,141584206,144519832
20231103,読売広告社,デジタル統括,メディアプランニング部,第三課,2023,202311,3Q,100002,売上原価,S001,通常,239152439,240288159
20230420,博報堂プロダクツ,クリエイティブ統括,人事部,第二課,2023,202304,1Q,400002,制作収入,S001,通常,511887299,383152687
20241204,博報堂DYメディアパートナーズ,管理統括,クリエイティブ部,第二課,2024,202412,3Q,400003,コンサルティング収入,S003,調整,301512415,435912979
20230628,大広,管理統括,第二営業部,企画課,2023,202306,1Q,100001,売上高,S004,見込,170592052,177782032
20240720,博報堂DYメディアパートナーズ,デジタル統括,第一営業部,推進課,2024,202407,2Q,400003,コンサルティング収入,S002,特別,486133785,420954307
20250228,大広,クリエイティブ統括,総務部,第二課,2024,202502,4Q,100002,売上原価,S005,確定,140352971,126457984
20240119,博報堂DYメディアパートナーズ,メディア統括,総務部,開発課,2023,202401,4Q,100003,売上総利益,S002,特別,258993381,308787870
20240313,博報堂,クリエイティブ統括,総務部,管理課,2023,202403,4Q,500001,広告主負担金,S005,確定,214246039,243595378
20230624,読売広告社,営業統括,制作部,第一課,2023,202306,1Q,100001,売上高,S002,特別,8221134,11510726
20231112,大広,クリエイティブ統括,第二営業部,開発課,2023,202311,3Q,100001,売上高,S004,見込,73222013,111402994
20240818,博報堂DYメディアパートナーズ,管理統括,デジタルマーケティング部,企画課,2024,202408,2Q,500001,広告主負担金,S002,特別,183121902,135217724
20250222,読売広告社,管理統括,デジタルマーケティング部,管理課,2024,202502,4Q,100002,売上原価,S002,特別,214304691,328825395
20231102,博報堂,メディア統括,制作部,企画課,2023,202311,3Q,200001,人件費,S005,確定,3892629,3772696
20250316,読売広告社,クリエイティブ統括,経営企画部,企画課,2024,202503,4Q,100002,売上原価,S004,見込,136789317,174289226
20250201,博報堂プロダクツ,管理統括,経営企画部,第三課,2024,202502,4Q,100002,売上原価,S002,特別,312929210,318281138
20240501,読売広告社,営業統括,総務部,推進課,2024,202405,1Q,400001,媒体手数料収入,S002,特別,116690305,112087917
20240507,博報堂プロダクツ,管理統括,デジタルマーケティング部,第一課,2024,202405,1Q,100001,売上高,S001,通常,100547206,122144117
20231020,読売広告社,管理統括,経営企画部,管理課,2023,202310,3Q,300001,営業利益,S002,特別,442200720,386631784
20230710,博報堂プロダクツ,営業統括,財務経理部,管理課,2023,202307,2Q,500001,広告主負担金,S005,確定,385749884,308434299
20240313,博報堂DYメディアパートナーズ,クリエイティブ統括,第二営業部,運用課,2023,202403,4Q,500002,媒体社リベート,S005,確定,473337904,376298312
20240507,大広,営業統括,メディアプランニング部,第一課,2024,202405,1Q,500002,媒体社リベート,S001,通常,255036764,307212816
20231119,博報堂,管理統括,デジタルマーケティング部,企画課,2023,202311,3Q,200003,減価償却費,S005,確定,179199841,173799065
20250127,読売広告社,デジタル統括,デジタルマーケティング部,企画課,2024,202501,4Q,300002,経常利益,S003,調整,167146012,137522584
20240826,博報堂DYメディアパートナーズ,クリエイティブ統括,経営企画部,管理課,2024,202408,2Q,400003,コンサルティング収入,S005,確定,129926398,94828160
20230901,読売広告社,デジタル統括,クリエイティブ部,推進課,2023,202309,2Q,300002,経常利益,S001,通常,100996188,161997128
20230413,大広,クリエイティブ統括,デジタルマーケティング部,推進課,2023,202304,1Q,300002,経常利益,S002,特別,88730157,104429535
20250120,博報堂,デジタル統括,デジタルマーケティング部,第二課,2024,202501,4Q,300001,営業利益,S002,特別,174655107,223130109
20240828,博報堂DYメディアパートナーズ,デジタル統括,第一営業部,第二課,2024,202408,2Q,200003,減価償却費,S004,見込,68849068,60976097
20240726,大広,クリエイティブ統括,メディアプランニング部,企画課,2024,202407,2Q,300002,経常利益,S002,特別,131346719,102956821
20230425,博報堂DYメディアパートナーズ,営業統括,デジタルマーケティング部,開発課,2023,202304,1Q,200003,減価償却費,S005,確定,115969543,149908839
20240323,読売広告社,クリエイティブ統括,財務経理部,第二課,2023,202403,4Q,400001,媒体手数料収入,S005,確定,142854212,183581254
20240528,読売広告社,デジタル統括,制作部,企画課,2024,202405,1Q,100002,売上原価,S001,通常,496177521,484707083
20240617,博報堂DYメディアパートナーズ,営業統括,第二営業部,管理課,2024,202406,1Q,500002,媒体社リベート,S002,特別,75067906,56240416
20230824,博報堂DYメディアパートナーズ,メディア統括,経営企画部,第二課,2023,202308,2Q,300002,経常利益,S004,見込,479771755,374927049
20230906,大広,デジタル統括,経営企画部,開発課,2023,202309,2Q,100002,売上原価,S004,見込,134051109,96172811
20250112,博報堂,メディア統括,人事部,管理課,2024,202501,4Q,500001,広告主負担金,S004,見込,277759778,258493995
20230723,博報堂プロダクツ,デジタル統括,メディアプランニング部,第三課,2023,202307,2Q,200001,人件費,S003,調整,365065297,483364046
20230927,博報堂プロダクツ,デジタル統括,総務部,管理課,2023,202309,2Q,400002,制作収入,S005,確定,340496376,364393954
20241028,博報堂,デジタル統括,人事部,運用課,2024,202410,3Q,400002,制作収入,S005,確定,153947866,138878822
20230721,博報堂プロダクツ,デジタル統括,クリエイティブ部,運用課,2023,202307,2Q,400002,制作収入,S004,見込,420925825,474606664
20240123,博報堂プロダクツ,メディア統括,第二営業部,第一課,2023,202401,4Q,400002,制作収入,S005,確定,76951080,124804622
20240520,博報堂プロダクツ,営業統括,第一営業部,開発課,2024,202405,1Q,300002,経常利益,S004,見込,167189098,152999656
20240713,博報堂,メディア統括,制作部,第二課,2024,202407,2Q,300001,営業利益,S004,見込,510497249,396899292
20250114,博報堂DYメディアパートナーズ,デジタル統括,総務部,第二課,2024,202501,4Q,400001,媒体手数料収入,S004,見込,446756007,336015235
20231203,博報堂,営業統括,制作部,運用課,2023,202312,3Q,500001,広告主負担金,S005,確定,73816432,120054859
20240526,博報堂プロダクツ,メディア統括,経営企画部,第二課,2024,202405,1Q,400002,制作収入,S003,調整,13002251,15190517
20240518,博報堂DYメディアパートナーズ,営業統括,デジタルマーケティング部,第三課,2024,202405,1Q,100003,売上総利益,S001,通常,153831785,163304901
20230928,博報堂プロダクツ,メディア統括,制作部,第三課,2023,202309,2Q,300002,経常利益,S004,見込,35199355,56587983
20240228,読売広告社,営業統括,メディアプランニング部,管理課,2023,202402,4Q,300001,営業利益,S005,確定,98879027,93068532
20250206,読売広告社,デジタル統括,人事部,開発課,2024,202502,4Q,300001,営業利益,S004,見込,107355522,139025912
20240726,博報堂DYメディアパートナーズ,管理統括,メディアプランニング部,第一課,2024,202407,2Q,300002,経常利益,S005,確定,325406863,443715858
20230726,読売広告社,メディア統括,クリエイティブ部,推進課,2023,202307,2Q,100001,売上高,S005,確定,107175830,97303690
20240701,博報堂,デジタル統括,第一営業部,第二課,2024,202407,2Q,400003,コンサルティング収入,S002,特別,372560811,371805597
20230407,読売広告社,メディア統括,メディアプランニング部,第一課,2023,202304,1Q,100003,売上総利益,S003,調整,96607231,84288684
20241010,博報堂,デジタル統括,メディアプランニング部,第三課,2024,202410,3Q,500002,媒体社リベート,S005,確定,88331920,79670676
20240221,大広,デジタル統括,メディアプランニング部,第三課,2023,202402,4Q,200003,減価償却費,S003,調整,62006555,71333531
20240222,読売広告社,デジタル統括,人事部,第二課,2023,202402,4Q,300002,経常利益,S003,調整,495324783,401403077
20250119,読売広告社,メディア統括,デジタルマーケティング部,第一課,2024,202501,4Q,500001,広告主負担金,S001,通常,145745720,146851744
20250319,博報堂DYメディアパートナーズ,管理統括,第二営業部,第二課,2024,202503,4Q,300001,営業利益,S001,通常,218558749,351062816
20250328,博報堂DYメディアパートナーズ,クリエイティブ統括,第一営業部,第二課,2024,202503,4Q,500001,広告主負担金,S001,通常,140856794,121737853
20241113,博報堂,営業統括,財務経理部,第二課,2024,202411,3Q,400002,制作収入,S004,見込,293484621,217957645
20240310,博報堂,管理統括,総務部,第一課,2023,202403,4Q,400003,コンサルティング収入,S002,特別,8494870,6561761
20240516,大広,デジタル統括,メディアプランニング部,第一課,2024,202405,1Q,500001,広告主負担金,S004,見込,372674900,348068372
20240509,博報堂,管理統括,クリエイティブ部,第三課,2024,202405,1Q,400001,媒体手数料収入,S002,特別,348508720,453508405
20240414,博報堂,管理統括,制作部,第二課,2024,202404,1Q,500002,媒体社リベート,S001,通常,127219426,157815414
20231223,博報堂,クリエイティブ統括,経営企画部,管理課,2023,202312,3Q,100002,売上原価,S001,通常,235113992,287751837
20240710,大広,メディア統括,総務部,管理課,2024,202407,2Q,200001,人件費,S005,確定,63170196,83780527
20230715,大広,メディア統括,財務経理部,開発課,2023,202307,2Q,100003,売上総利益,S002,特別,189213409,267014661
20240508,博報堂,管理統括,メディアプランニング部,推進課,2024,202405,1Q,300002,経常利益,S004,見込,109965712,101078611
20230619,博報堂プロダクツ,営業統括,クリエイティブ部,第一課,2023,202306,1Q,500001,広告主負担金,S004,見込,48974612,63048277
20250105,読売広告社,管理統括,第一営業部,開発課,2024,202501,4Q,100002,売上原価,S003,調整,121746569,107551182
20230723,博報堂プロダクツ,営業統括,第一営業部,第一課,2023,202307,2Q,500001,広告主負担金,S005,確定,428066737,439463406
20240902,博報堂プロダクツ,管理統括,デジタルマーケティング部,第二課,2024,202409,2Q,400003,コンサルティング収入,S005,確定,280550387,361311485
20240709,博報堂DYメディアパートナーズ,管理統括,クリエイティブ部,管理課,2024,202407,2Q,100002,売上原価,S005,確定,313514957,326569351
20231103,博報堂DYメディアパートナーズ,営業統括,第一営業部,管理課,2023,202311,3Q,100001,売上高,S004,見込,529362842,381413057
20240528,博報堂プロダクツ,管理統括,人事部,第二課,2024,202405,1Q,500002,媒体社リベート,S005,確定,31716811,25643273
20231228,大広,管理統括,人事部,第一課,2023,202312,3Q,100002,売上原価,S001,通常,6438261,7277762
20240308,博報堂DYメディアパートナーズ,デジタル統括,メディアプランニング部,企画課,2023,202403,4Q,300001,営業利益,S005,確定,191507078,203175533
20231023,読売広告社,営業統括,メディアプランニング部,企画課,2023,202310,3Q,400002,制作収入,S002,特別,25302761,36586687
20241204,読売広告社,メディア統括,財務経理部,開発課,2024,202412,3Q,500002,媒体社リベート,S004,見込,297956183,285076117
20240323,博報堂プロダクツ,デジタル統括,制作部,開発課,2023,202403,4Q,500001,広告主負担金,S002,特別,29597819,37303816
20241018,博報堂,管理統括,第二営業部,第一課,2024,202410,3Q,400002,制作収入,S001,通常,351688947,426100983
20240921,博報堂DYメディアパートナーズ,メディア統括,経営企画部,第二課,2024,202409,2Q,400002,制作収入,S003,調整,222382030,308780282
20230924,博報堂プロダクツ,メディア統括,財務経理部,第一課,2023,202309,2Q,500002,媒体社リベート,S001,通常,221571631,263370088
20241220,博報堂プロダクツ,デジタル統括,デジタルマーケティング部,第二課,2024,202412,3Q,400003,コンサルティング収入,S004,見込,41133075,49442192
20230714,大広,管理統括,制作部,運用課,2023,202307,2Q,500002,媒体社リベート,S004,見込,286183808,310558806
20231021,読売広告社,デジタル統括,総務部,第三課,2023,202310,3Q,400002,制作収入,S001,通常,445669942,365420038
20250328,大広,メディア統括,第一営業部,企画課,2024,202503,4Q,100001,売上高,S002,特別,18273086,16508961
20240823,大広,メディア統括,総務部,第一課,2024,202408,2Q,100002,売上原価,S003,調整,19246482,20690608
20240214,大広,管理統括,メディアプランニング部,企画課,2023,202402,4Q,200002,経費,S004,見込,436123122,460751316
20240418,博報堂,クリエイティブ統括,クリエイティブ部,管理課,2024,202404,1Q,200002,経費,S004,見込,165363235,142912359
20241228,読売広告社,管理統括,制作部,第三課,2024,202412,3Q,400003,コンサルティング収入,S002,特別,197337830,208248155
20240109,博報堂,クリエイティブ統括,メディアプランニング部,企画課,2023,202401,4Q,100002,売上原価,S005,確定,52548527,79858103
20240426,読売広告社,営業統括,デジタルマーケティング部,第二課,2024,202404,1Q,500001,広告主負担金,S003,調整,113408313,110733830
20250315,読売広告社,デジタル統括,デジタルマーケティング部,第三課,2024,202503,4Q,100001,売上高,S005,確定,440941994,440613323
20231025,読売広告社,管理統括,デジタルマーケティング部,開発課,2023,202310,3Q,400002,制作収入,S002,特別,155349965,184071875
20241214,大広,メディア統括,第二営業部,推進課,2024,202412,3Q,200001,人件費,S002,特別,8302641,8714357
20241122,大広,メディア統括,経営企画部,第三課,2024,202411,3Q,500001,広告主負担金,S003,調整,67856724,96593359
20230816,読売広告社,管理統括,デジタルマーケティング部,管理課,2023,202308,2Q,200001,人件費,S001,通常,63782651,51482218
20240222,博報堂DYメディアパートナーズ,クリエイティブ統括,財務経理部,運用課,2023,202402,4Q,200003,減価償却費,S002,特別,203423772,280193793
20240613,大広,クリエイティブ統括,デジタルマーケティング部,第二課,2024,202406,1Q,400003,コンサルティング収入,S001,通常,83900296,85438769
20241007,博報堂,管理統括,人事部,第一課,2024,202410,3Q,200001,人件費,S001,通常,201814364,150081822
20231224,大広,クリエイティブ統括,人事部,第三課,2023,202312,3Q,500002,媒体社リベート,S003,調整,646933090,480121850
20240611,読売広告社,クリエイティブ統括,制作部,第三課,2024,202406,1Q,400002,制作収入,S002,特別,558424806,463984724
20241105,大広,メディア統括,デジタルマーケティング部,第三課,2024,202411,3Q,500002,媒体社リベート,S004,見込,272542212,399788688
20240817,博報堂プロダクツ,管理統括,制作部,企画課,2024,202408,2Q,400002,制作収入,S001,通常,288836781,244766076
20240401,博報堂プロダクツ,クリエイティブ統括,経営企画部,開発課,2024,202404,1Q,200003,減価償却費,S005,確定,193854363,274884823
20241206,博報堂プロダクツ,デジタル統括,デジタルマーケティング部,企画課,2024,202412,3Q,200002,経費,S002,特別,333358616,303309254
20240526,読売広告社,クリエイティブ統括,第二営業部,運用課,2024,202405,1Q,400003,コンサルティング収入,S005,確定,253481173,249654537
20230517,大広,メディア統括,総務部,第一課,2023,202305,1Q,400001,媒体手数料収入,S003,調整,639188625,498804064
20231202,博報堂DYメディアパートナーズ,管理統括,クリエイティブ部,企画課,2023,202312,3Q,400001,媒体手数料収入,S002,特別,328176453,309011864
20240825,大広,デジタル統括,クリエイティブ部,企画課,2024,202408,2Q,500002,媒体社リベート,S004,見込,251622206,189991906
20240611,博報堂DYメディアパートナーズ,クリエイティブ統括,クリエイティブ部,推進課,2024,202406,1Q,100001,売上高,S001,通常,212383304,219054912
20231217,大広,クリエイティブ統括,メディアプランニング部,第二課,2023,202312,3Q,200003,減価償却費,S001,通常,417228747,391857929
20240314,読売広告社,クリエイティブ統括,第二営業部,第三課,2023,202403,4Q,100002,売上原価,S004,見込,99660338,133305370
20240826,博報堂プロダクツ,クリエイティブ統括,制作部,第三課,2024,202408,2Q,400003,コンサルティング収入,S003,調整,288791302,463485985
20240706,博報堂プロダクツ,管理統括,経営企画部,管理課,2024,202407,2Q,300001,営業利益,S004,見込,86753842,73452652
20250207,博報堂DYメディアパートナーズ,管理統括,第一営業部,第一課,2024,202502,4Q,300001,営業利益,S002,特別,173979114,128921790
20240823,博報堂プロダクツ,営業統括,第二営業部,管理課,2024,202408,2Q,200002,経費,S003,調整,334788362,247830542
20241011,大広,クリエイティブ統括,制作部,第三課,2024,202410,3Q,400001,媒体手数料収入,S003,調整,344775874,330313129
20240220,博報堂DYメディアパートナーズ,営業統括,メディアプランニング部,運用課,2023,202402,4Q,500001,広告主負担金,S004,見込,63616270,71813540
20240805,大広,営業統括,第一営業部,企画課,2024,202408,2Q,100002,売上原価,S003,調整,64660482,51365066
20230408,博報堂,営業統括,財務経理部,開発課,2023,202304,1Q,100001,売上高,S001,通常,308562891,284880377
20231017,博報堂,デジタル統括,総務部,企画課,2023,202310,3Q,300002,経常利益,S005,確定,65360224,99247706
20240724,博報堂DYメディアパートナーズ,営業統括,経営企画部,企画課,2024,202407,2Q,100001,売上高,S004,見込,44907935,49078061
20250303,博報堂DYメディアパートナーズ,営業統括,メディアプランニング部,第三課,2024,202503,4Q,300001,営業利益,S005,確定,217888280,290911656
20241009,博報堂,クリエイティブ統括,デジタルマーケティング部,運用課,2024,202410,3Q,400001,媒体手数料収入,S002,特別,134399088,110826368
20231204,博報堂DYメディアパートナーズ,メディア統括,財務経理部,第二課,2023,202312,3Q,400001,媒体手数料収入,S003,調整,299872754,227386806
20230925,読売広告社,メディア統括,メディアプランニング部,第二課,2023,202309,2Q,400002,制作収入,S002,特別,214777341,231439884
20230522,博報堂プロダクツ,メディア統括,人事部,運用課,2023,202305,1Q,100001,売上高,S002,特別,402416731,440124057
20230902,博報堂,管理統括,経営企画部,開発課,2023,202309,2Q,100002,売上原価,S001,通常,464202523,459998286
20240806,大広,メディア統括,制作部,開発課,2024,202408,2Q,500002,媒体社リベート,S004,見込,511921245,474510235
20241205,大広,営業統括,財務経理部,開発課,2024,202412,3Q,500001,広告主負担金,S003,調整,244745788,389919158
20240716,博報堂DYメディアパートナーズ,管理統括,第一営業部,第一課,2024,202407,2Q,200001,人件費,S003,調整,115981388,153307366
20230809,博報堂,メディア統括,総務部,管理課,2023,202308,2Q,500001,広告主負担金,S002,特別,273367692,245091924
20230418,大広,営業統括,制作部,第一課,2023,202304,1Q,100002,売上原価,S005,確定,499311630,364454971
20231004,読売広告社,デジタル統括,メディアプランニング部,第二課,2023,202310,3Q,100002,売上原価,S002,特別,29834260,42218095
20240225,博報堂プロダクツ,管理統括,経営企画部,企画課,2023,202402,4Q,200002,経費,S001,通常,415120733,299920371
20230627,博報堂DYメディアパートナーズ,クリエイティブ統括,クリエイティブ部,開発課,2023,202306,1Q,400001,媒体手数料収入,S002,特別,370008319,264576331
20250322,大広,クリエイティブ統括,財務経理部,開発課,2024,202503,4Q,400002,制作収入,S002,特別,385665668,299160488
20240425,読売広告社,メディア統括,経営企画部,推進課,2024,202404,1Q,400001,媒体手数料収入,S003,調整,28817232,25184483
20250123,博報堂,営業統括,人事部,運用課,2024,202501,4Q,300001,営業利益,S001,通常,349376716,473950841
20241120,読売広告社,デジタル統括,経営企画部,第三課,2024,202411,3Q,200003,減価償却費,S002,特別,152230574,243118832
20240921,博報堂,管理統括,制作部,推進課,2024,202409,2Q,300002,経常利益,S005,確定,472105773,382182817
20230501,読売広告社,管理統括,経営企画部,開発課,2023,202305,1Q,200001,人件費,S005,確定,128351675,111115124
20250105,大広,メディア統括,人事部,第一課,2024,202501,4Q,100001,売上高,S005,確定,462077750,460263126
20240121,博報堂,クリエイティブ統括,第二営業部,開発課,2023,202401,4Q,100001,売上高,S005,確定,186102529,239617318
20230827,博報堂,営業統括,制作部,推進課,2023,202308,2Q,300002,経常利益,S003,調整,318549066,338918847
20230605,大広,クリエイティブ統括,人事部,第三課,2023,202306,1Q,500001,広告主負担金,S005,確定,81639160,96964769
20240318,博報堂DYメディアパートナーズ,管理統括,人事部,管理課,2023,202403,4Q,300001,営業利益,S001,通常,321798369,428793923
20230605,読売広告社,管理統括,人事部,推進課,2023,202306,1Q,100002,売上原価,S001,通常,165720969,130448819
20241002,大広,メディア統括,第二営業部,第三課,2024,202410,3Q,300002,経常利益,S002,特別,158698324,201517987
20230507,博報堂,メディア統括,人事部,管理課,2023,202305,1Q,100003,売上総利益,S005,確定,12490365,13235732
20240514,博報堂DYメディアパートナーズ,クリエイティブ統括,メディアプランニング部,第一課,2024,202405,1Q,100002,売上原価,S003,調整,514353810,389344052
20231201,博報堂,管理統括,総務部,運用課,2023,202312,3Q,100003,売上総利益,S004,見込,384644280,426138768
20250224,読売広告社,管理統括,人事部,第二課,2024,202502,4Q,400002,制作収入,S003,調整,542099153,397107983
20241208,大広,営業統括,総務部,企画課,2024,202412,3Q,200003,減価償却費,S001,通常,247535443,388717018
20230523,読売広告社,管理統括,デジタルマーケティング部,第二課,2023,202305,1Q,200002,経費,S004,見込,285747483,244326756
20250120,博報堂DYメディアパートナーズ,デジタル統括,メディアプランニング部,開発課,2024,202501,4Q,200002,経費,S005,確定,20772526,21633844
20240811,博報堂DYメディアパートナーズ,メディア統括,クリエイティブ部,開発課,2024,202408,2Q,400003,コンサルティング収入,S004,見込,515760375,401891122
20240322,博報堂,メディア統括,財務経理部,管理課,2023,202403,4Q,400003,コンサルティング収入,S002,特別,101609750,158264332
20240924,博報堂DYメディアパートナーズ,管理統括,クリエイティブ部,管理課,2024,202409,2Q,100002,売上原価,S005,確定,118008066,170002038
20240522,博報堂,デジタル統括,総務部,管理課,2024,202405,1Q,100001,売上高,S002,特別,243006195,381231023
20240918,大広,デジタル統括,経営企画部,管理課,2024,202409,2Q,500002,媒体社リベート,S003,調整,170326800,191891559
20240515,博報堂DYメディアパートナーズ,管理統括,メディアプランニング部,第三課,2024,202405,1Q,400001,媒体手数料収入,S003,調整,444107009,372007740
20240315,読売広告社,クリエイティブ統括,メディアプランニング部,企画課,2023,202403,4Q,100003,売上総利益,S005,確定,217295641,177555507
20241019,博報堂DYメディアパートナーズ,メディア統括,制作部,第三課,2024,202410,3Q,300002,経常利益,S003,調整,615511978,494007562
20250301,博報堂,クリエイティブ統括,デジタルマーケティング部,第二課,2024,202503,4Q,200003,減価償却費,S001,通常,258099988,382953941
20250301,大広,デジタル統括,財務経理部,推進課,2024,202503,4Q,300001,営業利益,S001,通常,60226327,85958704
20231223,博報堂DYメディアパートナーズ,デジタル統括,経営企画部,管理課,2023,202312,3Q,400002,制作収入,S003,調整,355745408,486390236
20230827,大広,営業統括,制作部,開発課,2023,202308,2Q,400002,制作収入,S003,調整,364074405,307556966
20241014,読売広告社,メディア統括,総務部,企画課,2024,202410,3Q,100003,売上総利益,S003,調整,122485417,159777929
20240501,読売広告社,管理統括,デジタルマーケティング部,運用課,2024,202405,1Q,400001,媒体手数料収入,S002,特別,301301898,309866885
20240211,読売広告社,メディア統括,人事部,第三課,2023,202402,4Q,400003,コンサルティング収入,S002,特別,411290597,363345362
20240625,博報堂,クリエイティブ統括,人事部,管理課,2024,202406,1Q,400002,制作収入,S002,特別,305613043,251493515
20231028,大広,デジタル統括,メディアプランニング部,管理課,2023,202310,3Q,400001,媒体手数料収入,S004,見込,130355056,204916630
20240818,博報堂プロダクツ,営業統括,第一営業部,推進課,2024,202408,2Q,500001,広告主負担金,S002,特別,10902427,15127286
20240414,博報堂プロダクツ,クリエイティブ統括,経営企画部,推進課,2024,202404,1Q,400002,制作収入,S004,見込,325653076,253608948
20240921,博報堂,クリエイティブ統括,制作部,開発課,2024,202409,2Q,400002,制作収入,S002,特別,236604228,313709353
20240623,読売広告社,デジタル統括,経営企画部,第三課,2024,202406,1Q,500002,媒体社リベート,S003,調整,229872542,260636470
20250107,博報堂DYメディアパートナーズ,メディア統括,制作部,推進課,2024,202501,4Q,100001,売上高,S001,通常,517203068,385099334
20231203,読売広告社,クリエイティブ統括,第二営業部,開発課,2023,202312,3Q,100003,売上総利益,S002,特別,353820543,255487293
20240825,博報堂,営業統括,人事部,推進課,2024,202408,2Q,200002,経費,S002,特別,83214740,66456098
20250321,博報堂プロダクツ,クリエイティブ統括,総務部,推進課,2024,202503,4Q,200002,経費,S004,見込,54157090,52148246
20231218,読売広告社,デジタル統括,制作部,開発課,2023,202312,3Q,200003,減価償却費,S003,調整,22241465,25247143
20230628,博報堂,クリエイティブ統括,第一営業部,第一課,2023,202306,1Q,400002,制作収入,S001,通常,111797009,169649029
20240721,読売広告社,メディア統括,経営企画部,第一課,2024,202407,2Q,200001,人件費,S003,調整,251107889,262365227
20240504,博報堂DYメディアパートナーズ,メディア統括,財務経理部,開発課,2024,202405,1Q,400002,制作収入,S004,見込,377884554,406065697
20231204,博報堂プロダクツ,クリエイティブ統括,第二営業部,第三課,2023,202312,3Q,100001,売上高,S003,調整,130975486,174169610
20240715,博報堂DYメディアパートナーズ,メディア統括,制作部,管理課,2024,202407,2Q,100001,売上高,S004,見込,20842565,15451092
20241005,博報堂,クリエイティブ統括,総務部,開発課,2024,202410,3Q,400003,コンサルティング収入,S002,特別,217653642,314745081
20250325,博報堂プロダクツ,メディア統括,総務部,管理課,2024,202503,4Q,500002,媒体社リベート,S001,通常,326088050,457785558
20250114,博報堂,デジタル統括,第二営業部,第二課,2024,202501,4Q,200001,人件費,S005,確定,95737118,147220541
20231022,博報堂プロダクツ,デジタル統括,クリエイティブ部,開発課,2023,202310,3Q,200001,人件費,S005,確定,7097878,8384572
20231210,博報堂DYメディアパートナーズ,メディア統括,第二営業部,企画課,2023,202312,3Q,100003,売上総利益,S002,特別,164803974,202361352
20240905,博報堂DYメディアパートナーズ,メディア統括,総務部,推進課,2024,202409,2Q,400002,制作収入,S005,確定,343833305,416712980
20230916,大広,営業統括,総務部,運用課,2023,202309,2Q,200003,減価償却費,S003,調整,35098632,37882985
20240126,博報堂プロダクツ,メディア統括,第一営業部,開発課,2023,202401,4Q,400003,コンサルティング収入,S002,特別,213797611,231967075
20241126,博報堂プロダクツ,メディア統括,財務経理部,推進課,2024,202411,3Q,200003,減価償却費,S005,確定,58620070,76728086
20230927,博報堂DYメディアパートナーズ,管理統括,クリエイティブ部,第二課,2023,202309,2Q,100001,売上高,S005,確定,21570780,34756739
20230506,博報堂プロダクツ,メディア統括,総務部,第三課,2023,202305,1Q,200003,減価償却費,S002,特別,222385348,260470735
20230722,博報堂DYメディアパートナーズ,営業統括,財務経理部,管理課,2023,202307,2Q,100002,売上原価,S004,見込,111094609,111677335
20240705,博報堂プロダクツ,クリエイティブ統括,第一営業部,第二課,2024,202407,2Q,200002,経費,S005,確定,300622243,468482293
20250308,読売広告社,デジタル統括,メディアプランニング部,管理課,2024,202503,4Q,500002,媒体社リベート,S003,調整,232636974,361570339
20250225,博報堂プロダクツ,メディア統括,デジタルマーケティング部,第二課,2024,202502,4Q,400002,制作収入,S004,見込,116781252,92072047
20240514,博報堂DYメディアパートナーズ,クリエイティブ統括,制作部,推進課,2024,202405,1Q,100003,売上総利益,S004,見込,135545652,194518302
20250314,博報堂プロダクツ,管理統括,第二営業部,企画課,2024,202503,4Q,100001,売上高,S005,確定,56431310,83466184
20250319,博報堂プロダクツ,メディア統括,総務部,企画課,2024,202503,4Q,400003,コンサルティング収入,S002,特別,273629682,216900143
